pathogen_type,canonical_organism,canonical_drug,quality_gate,gate_reason,n_master_rows,n_interpretable_rows
fungal,Candida intermedia,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,3,0
fungal,Candida intermedia,Anidulafungin,withhold,majority_unclassifiable_no_standard,3,0
fungal,Candida intermedia,Caspofungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida intermedia,Fluconazole,withhold,majority_unclassifiable_no_standard,3,0
fungal,Candida intermedia,Isavuconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Candida intermedia,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Candida intermedia,Micafungin,withhold,majority_unclassifiable_no_standard,3,0
fungal,Candida intermedia,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,3,0
fungal,Candida intermedia,Voriconazole,withhold,majority_unclassifiable_no_standard,3,0
fungal,Candida kefyr,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,181,0
fungal,Candida kefyr,Anidulafungin,withhold,majority_unclassifiable_no_standard,181,0
fungal,Candida kefyr,Caspofungin,withhold,majority_unclassifiable_no_standard,180,0
fungal,Candida kefyr,Fluconazole,withhold,majority_unclassifiable_no_standard,181,0
fungal,Candida kefyr,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,36,0
fungal,Candida kefyr,Isavuconazole,withhold,majority_unclassifiable_no_standard,114,0
fungal,Candida kefyr,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,143,0
fungal,Candida kefyr,Micafungin,withhold,majority_unclassifiable_no_standard,181,0
fungal,Candida kefyr,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,181,0
fungal,Candida kefyr,Voriconazole,withhold,majority_unclassifiable_no_standard,181,0
fungal,Candida krusei,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,647,647
fungal,Candida krusei,Anidulafungin,pass,interpretable_classification_majority,647,647
fungal,Candida krusei,Caspofungin,pass,interpretable_classification_majority,636,636
fungal,Candida krusei,Fluconazole,withhold,majority_unclassifiable_no_standard,282,0
fungal,Candida krusei,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,164,164
fungal,Candida krusei,Isavuconazole,withhold,majority_unclassifiable_no_standard,375,0
fungal,Candida krusei,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,510,510
fungal,Candida krusei,Micafungin,pass,interpretable_classification_majority,647,647
fungal,Candida krusei,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,647,647
fungal,Candida krusei,Voriconazole,pass,interpretable_classification_majority,647,647
fungal,Candida lipolytica,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,18,0
fungal,Candida lipolytica,Anidulafungin,withhold,majority_unclassifiable_no_standard,18,0
fungal,Candida lipolytica,Caspofungin,withhold,majority_unclassifiable_no_standard,18,0
fungal,Candida lipolytica,Fluconazole,withhold,majority_unclassifiable_no_standard,18,0
fungal,Candida lipolytica,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,6,0
fungal,Candida lipolytica,Isavuconazole,withhold,majority_unclassifiable_no_standard,7,0
fungal,Candida lipolytica,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,13,0
fungal,Candida lipolytica,Micafungin,withhold,majority_unclassifiable_no_standard,18,0
fungal,Candida lipolytica,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,18,0
fungal,Candida lipolytica,Voriconazole,withhold,majority_unclassifiable_no_standard,18,0
fungal,Candida lusitaniae,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,416,416
fungal,Candida lusitaniae,Anidulafungin,withhold,majority_unclassifiable_no_standard,416,0
fungal,Candida lusitaniae,Caspofungin,withhold,majority_unclassifiable_no_standard,411,0
fungal,Candida lusitaniae,Fluconazole,withhold,majority_unclassifiable_no_standard,416,0
fungal,Candida lusitaniae,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,104,104
fungal,Candida lusitaniae,Isavuconazole,withhold,majority_unclassifiable_no_standard,268,0
fungal,Candida lusitaniae,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,350,350
fungal,Candida lusitaniae,Micafungin,withhold,majority_unclassifiable_no_standard,416,0
fungal,Candida lusitaniae,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,416,416
fungal,Candida lusitaniae,Voriconazole,withhold,majority_unclassifiable_no_standard,416,0
fungal,Candida margitis,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Candida margitis,Anidulafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida margitis,Caspofungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida margitis,Fluconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida margitis,Isavuconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida margitis,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Candida margitis,Micafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida margitis,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Candida margitis,Voriconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida metapsilosis,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,81,0
fungal,Candida metapsilosis,Anidulafungin,withhold,majority_unclassifiable_no_standard,81,0
fungal,Candida metapsilosis,Caspofungin,withhold,majority_unclassifiable_no_standard,79,0
fungal,Candida metapsilosis,Fluconazole,withhold,majority_unclassifiable_no_standard,81,0
fungal,Candida metapsilosis,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,8,0
fungal,Candida metapsilosis,Isavuconazole,withhold,majority_unclassifiable_no_standard,64,0
fungal,Candida metapsilosis,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,66,0
fungal,Candida metapsilosis,Micafungin,withhold,majority_unclassifiable_no_standard,81,0
fungal,Candida metapsilosis,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,81,0
fungal,Candida metapsilosis,Voriconazole,withhold,majority_unclassifiable_no_standard,81,0
fungal,Candida nivariensis,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,15,0
fungal,Candida nivariensis,Anidulafungin,withhold,majority_unclassifiable_no_standard,14,0
fungal,Candida nivariensis,Caspofungin,withhold,majority_unclassifiable_no_standard,13,0
fungal,Candida nivariensis,Fluconazole,withhold,majority_unclassifiable_no_standard,15,0
fungal,Candida nivariensis,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Candida nivariensis,Isavuconazole,withhold,majority_unclassifiable_no_standard,10,0
fungal,Candida nivariensis,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,13,0
fungal,Candida nivariensis,Micafungin,withhold,majority_unclassifiable_no_standard,14,0
fungal,Candida nivariensis,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,15,0
fungal,Candida nivariensis,Voriconazole,withhold,majority_unclassifiable_no_standard,15,0
fungal,Candida norvegensis,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,8,0
fungal,Candida norvegensis,Anidulafungin,withhold,majority_unclassifiable_no_standard,8,0
fungal,Candida norvegensis,Caspofungin,withhold,majority_unclassifiable_no_standard,8,0
fungal,Candida norvegensis,Fluconazole,withhold,majority_unclassifiable_no_standard,7,0
fungal,Candida norvegensis,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Candida norvegensis,Isavuconazole,withhold,majority_unclassifiable_no_standard,4,0
fungal,Candida norvegensis,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,5,0
fungal,Candida norvegensis,Micafungin,withhold,majority_unclassifiable_no_standard,8,0
fungal,Candida norvegensis,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,7,0
fungal,Candida norvegensis,Voriconazole,withhold,majority_unclassifiable_no_standard,7,0
fungal,Candida orthopsilosis,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,174,0
fungal,Candida orthopsilosis,Anidulafungin,withhold,majority_unclassifiable_no_standard,174,0
fungal,Candida orthopsilosis,Caspofungin,withhold,majority_unclassifiable_no_standard,171,0
fungal,Candida orthopsilosis,Fluconazole,withhold,majority_unclassifiable_no_standard,174,0
fungal,Candida orthopsilosis,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,19,0
fungal,Candida orthopsilosis,Isavuconazole,withhold,majority_unclassifiable_no_standard,121,0
fungal,Candida orthopsilosis,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,131,0
fungal,Candida orthopsilosis,Micafungin,withhold,majority_unclassifiable_no_standard,174,0
fungal,Candida orthopsilosis,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,174,0
fungal,Candida orthopsilosis,Voriconazole,withhold,majority_unclassifiable_no_standard,174,0
fungal,Candida palmioleophila,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Candida palmioleophila,Anidulafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida palmioleophila,Caspofungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida palmioleophila,Fluconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida palmioleophila,Isavuconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida palmioleophila,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Candida palmioleophila,Micafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida palmioleophila,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Candida palmioleophila,Voriconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida parapsilosis,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,3423,3423
fungal,Candida parapsilosis,Anidulafungin,pass,interpretable_classification_majority,3424,3424
fungal,Candida parapsilosis,Caspofungin,pass,interpretable_classification_majority,3391,3391
fungal,Candida parapsilosis,Fluconazole,pass,interpretable_classification_majority,3424,3424
fungal,Candida parapsilosis,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,1025,1025
fungal,Candida parapsilosis,Isavuconazole,withhold,majority_unclassifiable_no_standard,1923,0
fungal,Candida parapsilosis,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2798,2798
fungal,Candida parapsilosis,Micafungin,pass,interpretable_classification_majority,3424,3424
fungal,Candida parapsilosis,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,3424,3424
fungal,Candida parapsilosis,Voriconazole,pass,interpretable_classification_majority,3424,3424
fungal,Candida pararugosa,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,13,0
fungal,Candida pararugosa,Anidulafungin,withhold,majority_unclassifiable_no_standard,13,0
fungal,Candida pararugosa,Caspofungin,withhold,majority_unclassifiable_no_standard,13,0
fungal,Candida pararugosa,Fluconazole,withhold,majority_unclassifiable_no_standard,11,0
fungal,Candida pararugosa,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,3,0
fungal,Candida pararugosa,Isavuconazole,withhold,majority_unclassifiable_no_standard,9,0
fungal,Candida pararugosa,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,11,0
fungal,Candida pararugosa,Micafungin,withhold,majority_unclassifiable_no_standard,13,0
fungal,Candida pararugosa,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,13,0
fungal,Candida pararugosa,Voriconazole,withhold,majority_unclassifiable_no_standard,12,0
fungal,Candida pelliculosa,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,51,0
fungal,Candida pelliculosa,Anidulafungin,withhold,majority_unclassifiable_no_standard,48,0
fungal,Candida pelliculosa,Caspofungin,withhold,majority_unclassifiable_no_standard,48,0
fungal,Candida pelliculosa,Fluconazole,withhold,majority_unclassifiable_no_standard,51,0
fungal,Candida pelliculosa,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,19,0
fungal,Candida pelliculosa,Isavuconazole,withhold,majority_unclassifiable_no_standard,21,0
fungal,Candida pelliculosa,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,40,0
fungal,Candida pelliculosa,Micafungin,withhold,majority_unclassifiable_no_standard,48,0
fungal,Candida pelliculosa,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,51,0
fungal,Candida pelliculosa,Voriconazole,withhold,majority_unclassifiable_no_standard,51,0
fungal,Candida pseudohaemulonii,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,3,0
fungal,Candida pseudohaemulonii,Anidulafungin,withhold,majority_unclassifiable_no_standard,3,0
fungal,Candida pseudohaemulonii,Caspofungin,withhold,majority_unclassifiable_no_standard,3,0
fungal,Candida pseudohaemulonii,Fluconazole,withhold,majority_unclassifiable_no_standard,3,0
fungal,Candida pseudohaemulonii,Isavuconazole,withhold,majority_unclassifiable_no_standard,3,0
fungal,Candida pseudohaemulonii,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,3,0
fungal,Candida pseudohaemulonii,Micafungin,withhold,majority_unclassifiable_no_standard,3,0
fungal,Candida pseudohaemulonii,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,3,0
fungal,Candida pseudohaemulonii,Voriconazole,withhold,majority_unclassifiable_no_standard,3,0
fungal,Candida quercitrusa,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,3,0
fungal,Candida quercitrusa,Anidulafungin,withhold,majority_unclassifiable_no_standard,3,0
fungal,Candida quercitrusa,Caspofungin,withhold,majority_unclassifiable_no_standard,3,0
fungal,Candida quercitrusa,Fluconazole,withhold,majority_unclassifiable_no_standard,3,0
fungal,Candida quercitrusa,Isavuconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida quercitrusa,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Candida quercitrusa,Micafungin,withhold,majority_unclassifiable_no_standard,3,0
fungal,Candida quercitrusa,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,3,0
fungal,Candida quercitrusa,Voriconazole,withhold,majority_unclassifiable_no_standard,3,0
fungal,Candida rugosa,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,9,0
fungal,Candida rugosa,Anidulafungin,withhold,majority_unclassifiable_no_standard,9,0
fungal,Candida rugosa,Caspofungin,withhold,majority_unclassifiable_no_standard,8,0
fungal,Candida rugosa,Fluconazole,withhold,majority_unclassifiable_no_standard,9,0
fungal,Candida rugosa,Isavuconazole,withhold,majority_unclassifiable_no_standard,8,0
fungal,Candida rugosa,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,8,0
fungal,Candida rugosa,Micafungin,withhold,majority_unclassifiable_no_standard,9,0
fungal,Candida rugosa,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,9,0
fungal,Candida rugosa,Voriconazole,withhold,majority_unclassifiable_no_standard,9,0
fungal,Candida sojae,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Candida sojae,Anidulafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Candida sojae,Caspofungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Candida sojae,Fluconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Candida sojae,Isavuconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Candida sojae,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Candida sojae,Micafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Candida sojae,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Candida sojae,Voriconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Candida spencermartinsiae,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Candida spencermartinsiae,Anidulafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida spencermartinsiae,Caspofungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida spencermartinsiae,Fluconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida spencermartinsiae,Isavuconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida spencermartinsiae,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Candida spencermartinsiae,Micafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida spencermartinsiae,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Candida spencermartinsiae,Voriconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida sphaerica,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Candida sphaerica,Anidulafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Candida sphaerica,Caspofungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Candida sphaerica,Fluconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Candida sphaerica,Isavuconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Candida sphaerica,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Candida sphaerica,Micafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Candida sphaerica,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Candida sphaerica,Voriconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Candida thasaenensis,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Candida thasaenensis,Anidulafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida thasaenensis,Caspofungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida thasaenensis,Fluconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida thasaenensis,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Candida thasaenensis,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Candida thasaenensis,Micafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida thasaenensis,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Candida thasaenensis,Voriconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida theae,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,3,0
fungal,Candida theae,Anidulafungin,withhold,majority_unclassifiable_no_standard,3,0
fungal,Candida theae,Caspofungin,withhold,majority_unclassifiable_no_standard,3,0
fungal,Candida theae,Fluconazole,withhold,majority_unclassifiable_no_standard,3,0
fungal,Candida theae,Isavuconazole,withhold,majority_unclassifiable_no_standard,3,0
fungal,Candida theae,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,3,0
fungal,Candida theae,Micafungin,withhold,majority_unclassifiable_no_standard,3,0
fungal,Candida theae,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,3,0
fungal,Candida theae,Voriconazole,withhold,majority_unclassifiable_no_standard,3,0
fungal,Candida tropicalis,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,2138,2138
fungal,Candida tropicalis,Anidulafungin,pass,interpretable_classification_majority,2139,2139
fungal,Candida tropicalis,Caspofungin,pass,interpretable_classification_majority,2126,2126
fungal,Candida tropicalis,Fluconazole,pass,interpretable_classification_majority,2139,2139
fungal,Candida tropicalis,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,604,604
fungal,Candida tropicalis,Isavuconazole,withhold,majority_unclassifiable_no_standard,1258,0
fungal,Candida tropicalis,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1772,1772
fungal,Candida tropicalis,Micafungin,pass,interpretable_classification_majority,2139,2139
fungal,Candida tropicalis,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2139,2139
fungal,Candida tropicalis,Voriconazole,pass,interpretable_classification_majority,2139,2139
fungal,Candida utilis,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,9,0
fungal,Candida utilis,Anidulafungin,withhold,majority_unclassifiable_no_standard,9,0
fungal,Candida utilis,Caspofungin,withhold,majority_unclassifiable_no_standard,9,0
fungal,Candida utilis,Fluconazole,withhold,majority_unclassifiable_no_standard,9,0
fungal,Candida utilis,Isavuconazole,withhold,majority_unclassifiable_no_standard,5,0
fungal,Candida utilis,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,5,0
fungal,Candida utilis,Micafungin,withhold,majority_unclassifiable_no_standard,9,0
fungal,Candida utilis,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,9,0
fungal,Candida utilis,Voriconazole,withhold,majority_unclassifiable_no_standard,9,0
fungal,Coprinellus radians,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Coprinellus radians,Anidulafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Coprinellus radians,Caspofungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Coprinellus radians,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Coprinellus radians,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Coprinellus radians,Micafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Coprinellus radians,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Coprinellus radians,Voriconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Cryptococcus gattii,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,14,0
fungal,Cryptococcus gattii,Anidulafungin,withhold,majority_unclassifiable_no_standard,14,0
fungal,Cryptococcus gattii,Caspofungin,withhold,majority_unclassifiable_no_standard,14,0
fungal,Cryptococcus gattii,Fluconazole,withhold,majority_unclassifiable_no_standard,14,0
fungal,Cryptococcus gattii,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,5,0
fungal,Cryptococcus gattii,Isavuconazole,withhold,majority_unclassifiable_no_standard,7,0
fungal,Cryptococcus gattii,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,10,0
fungal,Cryptococcus gattii,Micafungin,withhold,majority_unclassifiable_no_standard,14,0
fungal,Cryptococcus gattii,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,13,0
fungal,Cryptococcus gattii,Voriconazole,withhold,majority_unclassifiable_no_standard,14,0
fungal,Cryptococcus gattii species complex,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,6,0
fungal,Cryptococcus gattii species complex,Anidulafungin,withhold,majority_unclassifiable_no_standard,6,0
fungal,Cryptococcus gattii species complex,Caspofungin,withhold,majority_unclassifiable_no_standard,6,0
fungal,Cryptococcus gattii species complex,Fluconazole,withhold,majority_unclassifiable_no_standard,6,0
fungal,Cryptococcus gattii species complex,Isavuconazole,withhold,majority_unclassifiable_no_standard,6,0
fungal,Cryptococcus gattii species complex,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,6,0
fungal,Cryptococcus gattii species complex,Micafungin,withhold,majority_unclassifiable_no_standard,6,0
fungal,Cryptococcus gattii species complex,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,6,0
fungal,Cryptococcus gattii species complex,Voriconazole,withhold,majority_unclassifiable_no_standard,6,0
fungal,Cryptococcus laurentii,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Cryptococcus laurentii,Anidulafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Cryptococcus laurentii,Caspofungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Cryptococcus laurentii,Fluconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Cryptococcus laurentii,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Cryptococcus laurentii,Isavuconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Cryptococcus laurentii,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Cryptococcus laurentii,Micafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Cryptococcus laurentii,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Cryptococcus laurentii,Voriconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Cryptococcus neoformans,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,100,100
fungal,Cryptococcus neoformans,Anidulafungin,withhold,majority_unclassifiable_no_standard,100,0
fungal,Cryptococcus neoformans,Caspofungin,withhold,majority_unclassifiable_no_standard,100,0
fungal,Cryptococcus neoformans,Fluconazole,pass,interpretable_classification_majority,100,100
fungal,Cryptococcus neoformans,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,84,84
fungal,Cryptococcus neoformans,Isavuconazole,withhold,majority_unclassifiable_no_standard,13,0
fungal,Cryptococcus neoformans,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,97,97
fungal,Cryptococcus neoformans,Micafungin,withhold,majority_unclassifiable_no_standard,100,0
fungal,Cryptococcus neoformans,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,100,100
fungal,Cryptococcus neoformans,Voriconazole,pass,interpretable_classification_majority,100,100
fungal,Cryptococcus neoformans var. grubii,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,430,430
fungal,Cryptococcus neoformans var. grubii,Anidulafungin,withhold,majority_unclassifiable_no_standard,432,0
fungal,Cryptococcus neoformans var. grubii,Caspofungin,withhold,majority_unclassifiable_no_standard,432,0
fungal,Cryptococcus neoformans var. grubii,Fluconazole,pass,interpretable_classification_majority,432,432
fungal,Cryptococcus neoformans var. grubii,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,112,112
fungal,Cryptococcus neoformans var. grubii,Isavuconazole,withhold,majority_unclassifiable_no_standard,243,0
fungal,Cryptococcus neoformans var. grubii,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,313,313
fungal,Cryptococcus neoformans var. grubii,Micafungin,withhold,majority_unclassifiable_no_standard,431,0
fungal,Cryptococcus neoformans var. grubii,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,432,432
fungal,Cryptococcus neoformans var. grubii,Voriconazole,pass,interpretable_classification_majority,432,432
fungal,Cryptococcus neoformans var. neoformans,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,52,52
fungal,Cryptococcus neoformans var. neoformans,Anidulafungin,withhold,majority_unclassifiable_no_standard,52,0
fungal,Cryptococcus neoformans var. neoformans,Caspofungin,withhold,majority_unclassifiable_no_standard,52,0
fungal,Cryptococcus neoformans var. neoformans,Fluconazole,pass,interpretable_classification_majority,52,52
fungal,Cryptococcus neoformans var. neoformans,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,22,22
fungal,Cryptococcus neoformans var. neoformans,Isavuconazole,withhold,majority_unclassifiable_no_standard,32,0
fungal,Cryptococcus neoformans var. neoformans,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,40,40
fungal,Cryptococcus neoformans var. neoformans,Micafungin,withhold,majority_unclassifiable_no_standard,52,0
fungal,Cryptococcus neoformans var. neoformans,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,52,52
fungal,Cryptococcus neoformans var. neoformans,Voriconazole,pass,interpretable_classification_majority,52,52
fungal,Cunninghamella bertholletiae,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
