iso3_country,canonical_organism,canonical_drug,parsed_year,n_isolates,median_distance_to_failure,low_n_flag,version,date_added
ISR,Candida albicans,Amphotericin B,2024,4,2.0,True,v1,2026-07-08
ISR,Candida albicans,Flucytosine,2010,16,0.0,True,v1,2026-07-08
ISR,Candida albicans,Flucytosine,2011,17,0.0,True,v1,2026-07-08
ISR,Candida albicans,Flucytosine,2012,18,0.0,True,v1,2026-07-08
ISR,Candida albicans,Flucytosine,2013,17,0.0,True,v1,2026-07-08
ISR,Candida albicans,Itraconazole,2010,16,0.9999999999999996,True,v1,2026-07-08
ISR,Candida albicans,Itraconazole,2011,17,1.9999999999999996,True,v1,2026-07-08
ISR,Candida albicans,Itraconazole,2012,18,1.9999999999999996,True,v1,2026-07-08
ISR,Candida albicans,Itraconazole,2013,17,0.0,True,v1,2026-07-08
ISR,Candida albicans,Itraconazole,2020,9,1.9999999999999996,True,v1,2026-07-08
ISR,Candida albicans,Itraconazole,2021,11,1.9999999999999996,True,v1,2026-07-08
ISR,Candida albicans,Itraconazole,2022,4,2.9999999999999996,True,v1,2026-07-08
ISR,Candida albicans,Itraconazole,2023,8,0.9999999999999996,True,v1,2026-07-08
ISR,Candida albicans,Itraconazole,2024,4,0.9999999999999996,True,v1,2026-07-08
ISR,Candida albicans,Posaconazole,2010,16,0.0,True,v1,2026-07-08
ISR,Candida albicans,Posaconazole,2011,17,1.0,True,v1,2026-07-08
ISR,Candida albicans,Posaconazole,2012,18,1.0,True,v1,2026-07-08
ISR,Candida albicans,Posaconazole,2013,17,0.0,True,v1,2026-07-08
ISR,Candida albicans,Posaconazole,2014,10,1.0,True,v1,2026-07-08
ISR,Candida albicans,Posaconazole,2015,14,1.0,True,v1,2026-07-08
ISR,Candida albicans,Posaconazole,2020,9,1.0,True,v1,2026-07-08
ISR,Candida albicans,Posaconazole,2021,11,1.0,True,v1,2026-07-08
ISR,Candida albicans,Posaconazole,2022,4,2.0,True,v1,2026-07-08
ISR,Candida albicans,Posaconazole,2023,8,0.0,True,v1,2026-07-08
ISR,Candida albicans,Posaconazole,2024,4,0.5,True,v1,2026-07-08
ISR,Candida dubliniensis,Flucytosine,2013,1,0.0,True,v1,2026-07-08
ISR,Candida dubliniensis,Itraconazole,2013,1,1.0588936890535687,True,v1,2026-07-08
ISR,Candida dubliniensis,Itraconazole,2020,3,3.0588936890535683,True,v1,2026-07-08
ISR,Candida dubliniensis,Posaconazole,2013,1,2.0588936890535683,True,v1,2026-07-08
ISR,Candida dubliniensis,Posaconazole,2015,1,3.0588936890535683,True,v1,2026-07-08
ISR,Candida dubliniensis,Posaconazole,2020,3,3.0588936890535683,True,v1,2026-07-08
ISR,Candida glabrata,Amphotericin B,2010,9,2.0,True,v1,2026-07-08
ISR,Candida glabrata,Amphotericin B,2011,10,1.0,True,v1,2026-07-08
ISR,Candida glabrata,Amphotericin B,2012,8,1.0,True,v1,2026-07-08
ISR,Candida glabrata,Amphotericin B,2013,4,0.5,True,v1,2026-07-08
ISR,Candida glabrata,Amphotericin B,2014,13,1.0,True,v1,2026-07-08
ISR,Candida glabrata,Amphotericin B,2015,13,1.0,True,v1,2026-07-08
ISR,Candida glabrata,Amphotericin B,2020,22,1.0,True,v1,2026-07-08
ISR,Candida glabrata,Amphotericin B,2021,11,1.0,True,v1,2026-07-08
ISR,Candida glabrata,Amphotericin B,2022,8,1.0,True,v1,2026-07-08
ISR,Candida glabrata,Amphotericin B,2023,7,2.0,True,v1,2026-07-08
ISR,Candida glabrata,Amphotericin B,2024,10,1.0,True,v1,2026-07-08
ISR,Candida glabrata,Fluconazole,2010,9,-2.0,True,v1,2026-07-08
ISR,Candida glabrata,Fluconazole,2011,10,-4.5,True,v1,2026-07-08
ISR,Candida glabrata,Fluconazole,2012,8,-4.0,True,v1,2026-07-08
ISR,Candida glabrata,Fluconazole,2013,4,-6.0,True,v1,2026-07-08
ISR,Candida glabrata,Fluconazole,2014,13,-3.0,True,v1,2026-07-08
ISR,Candida glabrata,Fluconazole,2015,13,-3.0,True,v1,2026-07-08
ISR,Candida glabrata,Fluconazole,2020,22,-3.0,True,v1,2026-07-08
ISR,Candida glabrata,Fluconazole,2021,11,-3.0,True,v1,2026-07-08
ISR,Candida glabrata,Fluconazole,2022,8,-2.5,True,v1,2026-07-08
ISR,Candida glabrata,Fluconazole,2023,7,-3.0,True,v1,2026-07-08
ISR,Candida glabrata,Fluconazole,2024,10,-3.0,True,v1,2026-07-08
ISR,Candida glabrata,Flucytosine,2010,9,0.0,True,v1,2026-07-08
ISR,Candida glabrata,Flucytosine,2011,10,0.0,True,v1,2026-07-08
ISR,Candida glabrata,Flucytosine,2012,8,0.0,True,v1,2026-07-08
ISR,Candida glabrata,Flucytosine,2013,4,0.0,True,v1,2026-07-08
ISR,Candida glabrata,Itraconazole,2010,9,2.0,True,v1,2026-07-08
ISR,Candida glabrata,Itraconazole,2011,10,1.0,True,v1,2026-07-08
ISR,Candida glabrata,Itraconazole,2012,8,1.0,True,v1,2026-07-08
ISR,Candida glabrata,Itraconazole,2013,4,0.0,True,v1,2026-07-08
ISR,Candida glabrata,Itraconazole,2020,22,2.0,True,v1,2026-07-08
ISR,Candida glabrata,Itraconazole,2021,11,2.0,True,v1,2026-07-08
ISR,Candida glabrata,Itraconazole,2022,8,2.0,True,v1,2026-07-08
ISR,Candida glabrata,Itraconazole,2023,7,2.0,True,v1,2026-07-08
ISR,Candida glabrata,Itraconazole,2024,10,2.0,True,v1,2026-07-08
ISR,Candida glabrata,Posaconazole,2010,9,1.0,True,v1,2026-07-08
ISR,Candida glabrata,Posaconazole,2011,10,0.0,True,v1,2026-07-08
ISR,Candida glabrata,Posaconazole,2012,8,0.0,True,v1,2026-07-08
ISR,Candida glabrata,Posaconazole,2013,4,-0.5,True,v1,2026-07-08
ISR,Candida glabrata,Posaconazole,2014,13,1.0,True,v1,2026-07-08
ISR,Candida glabrata,Posaconazole,2015,13,1.0,True,v1,2026-07-08
ISR,Candida glabrata,Posaconazole,2020,22,1.0,True,v1,2026-07-08
ISR,Candida glabrata,Posaconazole,2021,11,1.0,True,v1,2026-07-08
ISR,Candida glabrata,Posaconazole,2022,8,1.0,True,v1,2026-07-08
ISR,Candida glabrata,Posaconazole,2023,7,1.0,True,v1,2026-07-08
ISR,Candida glabrata,Posaconazole,2024,10,1.0,True,v1,2026-07-08
ISR,Candida glabrata,Voriconazole,2010,9,2.0588936890535687,True,v1,2026-07-08
ISR,Candida glabrata,Voriconazole,2011,10,1.0,True,v1,2026-07-08
ISR,Candida glabrata,Voriconazole,2012,8,1.0,True,v1,2026-07-08
ISR,Candida glabrata,Voriconazole,2013,4,-0.5,True,v1,2026-07-08
ISR,Candida glabrata,Voriconazole,2014,13,2.0588936890535687,True,v1,2026-07-08
ISR,Candida glabrata,Voriconazole,2015,13,2.0588936890535687,True,v1,2026-07-08
ISR,Candida glabrata,Voriconazole,2020,22,2.0588936890535687,True,v1,2026-07-08
ISR,Candida glabrata,Voriconazole,2021,11,2.0588936890535687,True,v1,2026-07-08
ISR,Candida glabrata,Voriconazole,2022,8,3.0588936890535683,True,v1,2026-07-08
ISR,Candida glabrata,Voriconazole,2023,7,2.0588936890535687,True,v1,2026-07-08
ISR,Candida glabrata,Voriconazole,2024,10,2.0588936890535687,True,v1,2026-07-08
ISR,Candida guilliermondii,Amphotericin B,2010,1,2.0,True,v1,2026-07-08
ISR,Candida guilliermondii,Flucytosine,2010,1,1.0,True,v1,2026-07-08
ISR,Candida guilliermondii,Itraconazole,2010,1,2.0,True,v1,2026-07-08
ISR,Candida guilliermondii,Posaconazole,2010,1,2.0588936890535687,True,v1,2026-07-08
ISR,Candida krusei,Amphotericin B,2010,1,1.0,True,v1,2026-07-08
ISR,Candida krusei,Amphotericin B,2011,1,0.0,True,v1,2026-07-08
ISR,Candida krusei,Amphotericin B,2012,2,0.5,True,v1,2026-07-08
ISR,Candida krusei,Amphotericin B,2013,2,0.5,True,v1,2026-07-08
ISR,Candida krusei,Amphotericin B,2014,2,1.0,True,v1,2026-07-08
ISR,Candida krusei,Amphotericin B,2015,2,0.5,True,v1,2026-07-08
ISR,Candida krusei,Amphotericin B,2020,1,1.0,True,v1,2026-07-08
ISR,Candida krusei,Amphotericin B,2022,3,1.0,True,v1,2026-07-08
ISR,Candida krusei,Amphotericin B,2023,1,1.0,True,v1,2026-07-08
ISR,Candida krusei,Amphotericin B,2024,2,0.0,True,v1,2026-07-08
ISR,Candida krusei,Flucytosine,2010,1,2.0,True,v1,2026-07-08
ISR,Candida krusei,Flucytosine,2011,1,1.0,True,v1,2026-07-08
ISR,Candida krusei,Flucytosine,2012,2,1.5,True,v1,2026-07-08
ISR,Candida krusei,Flucytosine,2013,2,0.5,True,v1,2026-07-08
ISR,Candida krusei,Itraconazole,2010,1,2.0,True,v1,2026-07-08
ISR,Candida krusei,Itraconazole,2011,1,2.0,True,v1,2026-07-08
ISR,Candida krusei,Itraconazole,2012,2,1.0,True,v1,2026-07-08
ISR,Candida krusei,Itraconazole,2013,2,1.0,True,v1,2026-07-08
ISR,Candida krusei,Itraconazole,2020,1,1.0,True,v1,2026-07-08
ISR,Candida krusei,Itraconazole,2022,3,2.0,True,v1,2026-07-08
ISR,Candida krusei,Itraconazole,2023,1,1.0,True,v1,2026-07-08
ISR,Candida krusei,Itraconazole,2024,2,1.0,True,v1,2026-07-08
ISR,Candida krusei,Posaconazole,2010,1,2.0588936890535687,True,v1,2026-07-08
ISR,Candida krusei,Posaconazole,2011,1,2.0588936890535687,True,v1,2026-07-08
ISR,Candida krusei,Posaconazole,2012,2,1.0294468445267844,True,v1,2026-07-08
ISR,Candida krusei,Posaconazole,2013,2,1.0,True,v1,2026-07-08
ISR,Candida krusei,Posaconazole,2014,2,1.0,True,v1,2026-07-08
ISR,Candida krusei,Posaconazole,2015,2,0.5,True,v1,2026-07-08
ISR,Candida krusei,Posaconazole,2020,1,1.0,True,v1,2026-07-08
ISR,Candida krusei,Posaconazole,2022,3,1.0,True,v1,2026-07-08
ISR,Candida krusei,Posaconazole,2023,1,1.0,True,v1,2026-07-08
ISR,Candida krusei,Posaconazole,2024,2,0.5,True,v1,2026-07-08
ISR,Candida lusitaniae,Amphotericin B,2012,1,1.0,True,v1,2026-07-08
ISR,Candida lusitaniae,Amphotericin B,2022,1,2.0,True,v1,2026-07-08
ISR,Candida lusitaniae,Amphotericin B,2023,1,1.0,True,v1,2026-07-08
ISR,Candida lusitaniae,Flucytosine,2012,1,0.0,True,v1,2026-07-08
ISR,Candida lusitaniae,Itraconazole,2012,1,1.0,True,v1,2026-07-08
ISR,Candida lusitaniae,Itraconazole,2022,1,2.0588936890535687,True,v1,2026-07-08
ISR,Candida lusitaniae,Itraconazole,2023,1,1.0,True,v1,2026-07-08
ISR,Candida lusitaniae,Posaconazole,2012,1,0.0,True,v1,2026-07-08
ISR,Candida lusitaniae,Posaconazole,2022,1,0.0,True,v1,2026-07-08
ISR,Candida lusitaniae,Posaconazole,2023,1,-0.9999999999999996,True,v1,2026-07-08
ISR,Candida parapsilosis,Amphotericin B,2010,6,1.0,True,v1,2026-07-08
ISR,Candida parapsilosis,Amphotericin B,2011,4,2.0,True,v1,2026-07-08
ISR,Candida parapsilosis,Amphotericin B,2012,6,1.0,True,v1,2026-07-08
ISR,Candida parapsilosis,Amphotericin B,2013,7,1.0,True,v1,2026-07-08
ISR,Candida parapsilosis,Amphotericin B,2014,5,1.0,True,v1,2026-07-08
ISR,Candida parapsilosis,Amphotericin B,2015,6,1.0,True,v1,2026-07-08
ISR,Candida parapsilosis,Amphotericin B,2020,3,2.0,True,v1,2026-07-08
ISR,Candida parapsilosis,Amphotericin B,2021,10,2.0,True,v1,2026-07-08
ISR,Candida parapsilosis,Amphotericin B,2022,10,2.0,True,v1,2026-07-08
ISR,Candida parapsilosis,Amphotericin B,2023,4,1.0,True,v1,2026-07-08
ISR,Candida parapsilosis,Amphotericin B,2024,4,1.0,True,v1,2026-07-08
ISR,Candida parapsilosis,Flucytosine,2010,6,0.0,True,v1,2026-07-08
ISR,Candida parapsilosis,Flucytosine,2011,4,0.0,True,v1,2026-07-08
ISR,Candida parapsilosis,Flucytosine,2012,6,0.0,True,v1,2026-07-08
ISR,Candida parapsilosis,Flucytosine,2013,7,0.0,True,v1,2026-07-08
ISR,Candida parapsilosis,Itraconazole,2010,6,2.0588936890535687,True,v1,2026-07-08
ISR,Candida parapsilosis,Itraconazole,2011,4,2.0588936890535687,True,v1,2026-07-08
ISR,Candida parapsilosis,Itraconazole,2012,6,2.0588936890535687,True,v1,2026-07-08
ISR,Candida parapsilosis,Itraconazole,2013,7,2.0588936890535687,True,v1,2026-07-08
ISR,Candida parapsilosis,Itraconazole,2020,3,2.0588936890535687,True,v1,2026-07-08
ISR,Candida parapsilosis,Itraconazole,2021,10,2.0588936890535687,True,v1,2026-07-08
ISR,Candida parapsilosis,Itraconazole,2022,10,2.0588936890535687,True,v1,2026-07-08
ISR,Candida parapsilosis,Itraconazole,2023,4,1.5294468445267844,True,v1,2026-07-08
ISR,Candida parapsilosis,Itraconazole,2024,4,1.5294468445267844,True,v1,2026-07-08
ISR,Candida parapsilosis,Posaconazole,2010,6,2.0588936890535683,True,v1,2026-07-08
ISR,Candida parapsilosis,Posaconazole,2011,4,2.0588936890535683,True,v1,2026-07-08
ISR,Candida parapsilosis,Posaconazole,2012,6,2.0588936890535683,True,v1,2026-07-08
ISR,Candida parapsilosis,Posaconazole,2013,7,2.0588936890535683,True,v1,2026-07-08
ISR,Candida parapsilosis,Posaconazole,2014,5,1.0588936890535687,True,v1,2026-07-08
ISR,Candida parapsilosis,Posaconazole,2015,6,2.5588936890535683,True,v1,2026-07-08
ISR,Candida parapsilosis,Posaconazole,2020,3,2.0588936890535683,True,v1,2026-07-08
ISR,Candida parapsilosis,Posaconazole,2021,10,2.0588936890535683,True,v1,2026-07-08
ISR,Candida parapsilosis,Posaconazole,2022,10,2.0588936890535683,True,v1,2026-07-08
ISR,Candida parapsilosis,Posaconazole,2023,4,1.5588936890535685,True,v1,2026-07-08
ISR,Candida parapsilosis,Posaconazole,2024,4,1.5588936890535685,True,v1,2026-07-08
ISR,Candida tropicalis,Amphotericin B,2010,8,1.0,True,v1,2026-07-08
ISR,Candida tropicalis,Amphotericin B,2011,9,1.0,True,v1,2026-07-08
ISR,Candida tropicalis,Amphotericin B,2012,8,1.0,True,v1,2026-07-08
ISR,Candida tropicalis,Amphotericin B,2013,5,1.0,True,v1,2026-07-08
ISR,Candida tropicalis,Amphotericin B,2014,5,1.0,True,v1,2026-07-08
ISR,Candida tropicalis,Amphotericin B,2015,3,2.0,True,v1,2026-07-08
ISR,Candida tropicalis,Amphotericin B,2020,2,2.0,True,v1,2026-07-08
ISR,Candida tropicalis,Amphotericin B,2021,4,2.0,True,v1,2026-07-08
ISR,Candida tropicalis,Amphotericin B,2022,1,2.0,True,v1,2026-07-08
ISR,Candida tropicalis,Amphotericin B,2023,2,1.0,True,v1,2026-07-08
ISR,Candida tropicalis,Amphotericin B,2024,1,1.0,True,v1,2026-07-08
ISR,Candida tropicalis,Flucytosine,2010,8,0.0,True,v1,2026-07-08
ISR,Candida tropicalis,Flucytosine,2011,9,0.0,True,v1,2026-07-08
ISR,Candida tropicalis,Flucytosine,2012,8,0.0,True,v1,2026-07-08
ISR,Candida tropicalis,Flucytosine,2013,6,0.0,True,v1,2026-07-08
ISR,Candida tropicalis,Itraconazole,2010,8,3.0588936890535683,True,v1,2026-07-08
ISR,Candida tropicalis,Itraconazole,2011,9,3.0588936890535683,True,v1,2026-07-08
ISR,Candida tropicalis,Itraconazole,2012,8,3.5588936890535683,True,v1,2026-07-08
ISR,Candida tropicalis,Itraconazole,2013,6,2.0588936890535687,True,v1,2026-07-08
ISR,Candida tropicalis,Itraconazole,2020,2,2.029446844526784,True,v1,2026-07-08
ISR,Candida tropicalis,Itraconazole,2021,4,2.5588936890535683,True,v1,2026-07-08
ISR,Candida tropicalis,Itraconazole,2022,1,3.0588936890535683,True,v1,2026-07-08
ISR,Candida tropicalis,Itraconazole,2023,2,2.5588936890535683,True,v1,2026-07-08
ISR,Candida tropicalis,Itraconazole,2024,1,4.058893689053568,True,v1,2026-07-08
ISR,Candida tropicalis,Posaconazole,2010,8,0.9999999999999996,True,v1,2026-07-08
ISR,Candida tropicalis,Posaconazole,2011,9,0.9999999999999996,True,v1,2026-07-08
ISR,Candida tropicalis,Posaconazole,2012,8,1.9999999999999996,True,v1,2026-07-08
ISR,Candida tropicalis,Posaconazole,2013,6,0.4999999999999998,True,v1,2026-07-08
ISR,Candida tropicalis,Posaconazole,2014,5,0.9999999999999996,True,v1,2026-07-08
ISR,Candida tropicalis,Posaconazole,2015,3,1.9999999999999996,True,v1,2026-07-08
ISR,Candida tropicalis,Posaconazole,2020,2,0.9999999999999998,True,v1,2026-07-08
ISR,Candida tropicalis,Posaconazole,2021,4,0.9999999999999996,True,v1,2026-07-08
ISR,Candida tropicalis,Posaconazole,2022,1,0.9999999999999996,True,v1,2026-07-08
ISR,Candida tropicalis,Posaconazole,2023,2,0.4999999999999998,True,v1,2026-07-08
ISR,Candida tropicalis,Posaconazole,2024,1,1.9999999999999996,True,v1,2026-07-08
ISR,Cryptococcus neoformans var. grubii,Amphotericin B,2012,3,1.0,True,v1,2026-07-08
ISR,Cryptococcus neoformans var. grubii,Amphotericin B,2013,1,0.0,True,v1,2026-07-08
ISR,Cryptococcus neoformans var. grubii,Amphotericin B,2015,1,1.0,True,v1,2026-07-08
ISR,Cryptococcus neoformans var. grubii,Fluconazole,2012,3,1.0,True,v1,2026-07-08
ISR,Cryptococcus neoformans var. grubii,Fluconazole,2013,1,3.0,True,v1,2026-07-08
ISR,Cryptococcus neoformans var. grubii,Fluconazole,2015,1,3.0,True,v1,2026-07-08
ISR,Cryptococcus neoformans var. grubii,Flucytosine,2012,3,2.0,True,v1,2026-07-08
ISR,Cryptococcus neoformans var. grubii,Flucytosine,2013,1,2.0,True,v1,2026-07-08
ISR,Cryptococcus neoformans var. grubii,Itraconazole,2012,3,1.0,True,v1,2026-07-08
ISR,Cryptococcus neoformans var. grubii,Itraconazole,2013,1,3.0588936890535683,True,v1,2026-07-08
ISR,Cryptococcus neoformans var. grubii,Posaconazole,2012,3,0.0,True,v1,2026-07-08
ISR,Cryptococcus neoformans var. grubii,Posaconazole,2013,1,1.0588936890535687,True,v1,2026-07-08
ISR,Cryptococcus neoformans var. grubii,Posaconazole,2015,1,1.0588936890535687,True,v1,2026-07-08
ISR,Cryptococcus neoformans var. grubii,Voriconazole,2012,3,2.0588936890535683,True,v1,2026-07-08
ISR,Cryptococcus neoformans var. grubii,Voriconazole,2013,1,3.0588936890535683,True,v1,2026-07-08
ISR,Cryptococcus neoformans var. grubii,Voriconazole,2015,1,3.0588936890535683,True,v1,2026-07-08
ITA,Aspergillus flavus,Itraconazole,2023,1,0.0,True,v1,2026-07-08
ITA,Aspergillus flavus,Posaconazole,2023,1,1.0,True,v1,2026-07-08
ITA,Aspergillus flavus species complex,Itraconazole,2015,13,1.0,True,v1,2026-07-08
ITA,Aspergillus flavus species complex,Itraconazole,2016,4,1.0,True,v1,2026-07-08
ITA,Aspergillus flavus species complex,Itraconazole,2017,2,0.5,True,v1,2026-07-08
ITA,Aspergillus flavus species complex,Itraconazole,2018,2,1.5,True,v1,2026-07-08
ITA,Aspergillus flavus species complex,Itraconazole,2019,2,1.5294468445267844,True,v1,2026-07-08
ITA,Aspergillus flavus species complex,Itraconazole,2020,1,0.0,True,v1,2026-07-08
ITA,Aspergillus flavus species complex,Itraconazole,2024,2,1.0,True,v1,2026-07-08
ITA,Aspergillus flavus species complex,Posaconazole,2015,13,1.0,True,v1,2026-07-08
ITA,Aspergillus flavus species complex,Posaconazole,2016,4,1.0,True,v1,2026-07-08
ITA,Aspergillus flavus species complex,Posaconazole,2017,2,0.0,True,v1,2026-07-08
ITA,Aspergillus flavus species complex,Posaconazole,2018,2,0.5,True,v1,2026-07-08
ITA,Aspergillus flavus species complex,Posaconazole,2019,2,1.0294468445267844,True,v1,2026-07-08
ITA,Aspergillus flavus species complex,Posaconazole,2020,1,0.0,True,v1,2026-07-08
ITA,Aspergillus flavus species complex,Posaconazole,2024,2,0.5,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Amphotericin B,2015,20,1.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Amphotericin B,2016,9,0.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Amphotericin B,2017,13,1.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Amphotericin B,2018,10,1.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Amphotericin B,2019,11,0.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Amphotericin B,2020,8,1.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Amphotericin B,2021,21,1.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Amphotericin B,2022,2,1.5,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Amphotericin B,2023,4,1.5,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Amphotericin B,2024,17,0.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Isavuconazole,2017,13,0.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Isavuconazole,2018,10,-1.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Isavuconazole,2019,11,1.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Isavuconazole,2020,8,1.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Isavuconazole,2021,21,0.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Isavuconazole,2022,2,1.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Isavuconazole,2023,4,1.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Isavuconazole,2024,17,1.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Itraconazole,2015,20,1.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Itraconazole,2016,9,0.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Itraconazole,2017,13,0.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Itraconazole,2018,10,-0.5,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Itraconazole,2019,11,0.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Itraconazole,2020,8,0.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Itraconazole,2021,21,0.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Itraconazole,2022,2,0.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Itraconazole,2023,4,1.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Itraconazole,2024,17,0.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Posaconazole,2015,20,1.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Posaconazole,2016,9,1.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Posaconazole,2017,13,0.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Posaconazole,2018,10,0.5,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Posaconazole,2019,11,0.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Posaconazole,2020,8,1.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Posaconazole,2021,21,1.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Posaconazole,2022,2,1.5294468445267844,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Posaconazole,2023,4,1.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Posaconazole,2024,17,1.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Voriconazole,2015,20,1.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Voriconazole,2016,9,1.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Voriconazole,2017,13,1.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Voriconazole,2018,10,0.5,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Voriconazole,2019,11,1.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Voriconazole,2020,8,2.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Voriconazole,2021,21,1.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Voriconazole,2022,2,0.5,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Voriconazole,2023,4,1.0,True,v1,2026-07-08
ITA,Aspergillus fumigatus,Voriconazole,2024,17,1.0,True,v1,2026-07-08
ITA,Aspergillus niger,Itraconazole,2016,2,0.5,True,v1,2026-07-08
ITA,Aspergillus niger,Itraconazole,2017,1,0.0,True,v1,2026-07-08
ITA,Aspergillus niger,Itraconazole,2019,1,1.0,True,v1,2026-07-08
ITA,Aspergillus niger,Itraconazole,2021,3,0.0,True,v1,2026-07-08
ITA,Aspergillus niger,Posaconazole,2016,2,1.5,True,v1,2026-07-08
ITA,Aspergillus niger,Posaconazole,2017,1,1.0,True,v1,2026-07-08
ITA,Aspergillus niger,Posaconazole,2019,1,1.0,True,v1,2026-07-08
ITA,Aspergillus niger,Posaconazole,2021,3,1.0,True,v1,2026-07-08
ITA,Aspergillus niger species complex,Itraconazole,2015,5,0.0,True,v1,2026-07-08
ITA,Aspergillus niger species complex,Itraconazole,2016,1,1.0,True,v1,2026-07-08
ITA,Aspergillus niger species complex,Itraconazole,2019,1,0.0,True,v1,2026-07-08
ITA,Aspergillus niger species complex,Itraconazole,2020,1,1.0,True,v1,2026-07-08
ITA,Aspergillus niger species complex,Itraconazole,2023,1,-3.0,True,v1,2026-07-08
ITA,Aspergillus niger species complex,Itraconazole,2024,8,1.0,True,v1,2026-07-08
ITA,Aspergillus niger species complex,Posaconazole,2015,5,1.0,True,v1,2026-07-08
ITA,Aspergillus niger species complex,Posaconazole,2016,1,1.0,True,v1,2026-07-08
ITA,Aspergillus niger species complex,Posaconazole,2019,1,1.0,True,v1,2026-07-08
ITA,Aspergillus niger species complex,Posaconazole,2020,1,1.0,True,v1,2026-07-08
ITA,Aspergillus niger species complex,Posaconazole,2023,1,1.0,True,v1,2026-07-08
ITA,Aspergillus niger species complex,Posaconazole,2024,8,1.5,True,v1,2026-07-08
ITA,Candida albicans,Amphotericin B,2010,17,1.0,True,v1,2026-07-08
ITA,Candida albicans,Amphotericin B,2011,36,1.0,False,v1,2026-07-08
ITA,Candida albicans,Amphotericin B,2012,60,1.0,False,v1,2026-07-08
ITA,Candida albicans,Amphotericin B,2013,30,1.0,False,v1,2026-07-08
ITA,Candida albicans,Amphotericin B,2014,101,1.0,False,v1,2026-07-08
ITA,Candida albicans,Amphotericin B,2015,93,2.0,False,v1,2026-07-08
ITA,Candida albicans,Amphotericin B,2016,85,2.0,False,v1,2026-07-08
ITA,Candida albicans,Amphotericin B,2017,85,2.0,False,v1,2026-07-08
ITA,Candida albicans,Amphotericin B,2018,92,2.0,False,v1,2026-07-08
ITA,Candida albicans,Amphotericin B,2019,85,2.0,False,v1,2026-07-08
ITA,Candida albicans,Amphotericin B,2020,109,2.0,False,v1,2026-07-08
ITA,Candida albicans,Amphotericin B,2021,62,2.0,False,v1,2026-07-08
ITA,Candida albicans,Amphotericin B,2022,84,2.0,False,v1,2026-07-08
ITA,Candida albicans,Amphotericin B,2023,48,2.0,False,v1,2026-07-08
ITA,Candida albicans,Amphotericin B,2024,47,2.0,False,v1,2026-07-08
ITA,Candida albicans,Flucytosine,2010,17,0.0,True,v1,2026-07-08
ITA,Candida albicans,Flucytosine,2011,36,0.0,False,v1,2026-07-08
ITA,Candida albicans,Flucytosine,2012,60,0.0,False,v1,2026-07-08
ITA,Candida albicans,Flucytosine,2013,30,0.0,False,v1,2026-07-08
