iso3_country,canonical_organism,canonical_drug,n_years,first_year,last_year,total_n_isolates,min_n_isolates_across_years,evolutionary_fitness_score_slope,intercept,pearson_r,low_density_flag,version,date_added
CZE,Cryptococcus neoformans var. neoformans,Voriconazole,2,2014,2019,2,1,0.1999999999999866,-400.7411063109193,0.9999999999999999,True,v1,2026-07-08
DEU,Aspergillus flavus species complex,Itraconazole,7,2013,2022,10,1,-0.06303418803418902,127.97970085470287,-0.5348628216667475,True,v1,2026-07-08
DEU,Aspergillus flavus species complex,Posaconazole,7,2013,2022,10,1,-0.03952991452991454,80.1228632478633,-0.3491187521945837,True,v1,2026-07-08
DEU,Aspergillus fumigatus,Amphotericin B,12,2013,2024,245,9,0.013986013986008135,-27.564102564090728,0.10241831129983786,True,v1,2026-07-08
DEU,Aspergillus fumigatus,Isavuconazole,8,2017,2024,182,12,-0.08333333333334572,169.25000000002507,-0.5773502691896258,True,v1,2026-07-08
DEU,Aspergillus fumigatus,Itraconazole,12,2013,2024,245,9,-0.05069930069929391,102.79487179485801,-0.3669906153859366,True,v1,2026-07-08
DEU,Aspergillus fumigatus,Posaconazole,12,2013,2024,244,9,-0.002057134732794857,5.201354835944777,-0.015970080499250198,True,v1,2026-07-08
DEU,Aspergillus fumigatus,Voriconazole,12,2013,2024,245,9,-0.05244755244755104,107.28205128204837,-0.36723988735584656,True,v1,2026-07-08
DEU,Aspergillus niger,Itraconazole,5,2013,2024,16,1,0.005988023952094693,-11.991017964069606,0.10943513103291652,True,v1,2026-07-08
DEU,Aspergillus niger,Posaconazole,5,2013,2024,17,1,0.09281437125748632,-186.61077844311635,0.8481222655051031,True,v1,2026-07-08
DEU,Aspergillus niger species complex,Itraconazole,10,2013,2024,26,1,-0.26916451335058966,543.0047372954951,-0.6236714357377162,True,v1,2026-07-08
DEU,Aspergillus niger species complex,Posaconazole,10,2013,2024,26,1,-0.06072351421189346,123.40826873386459,-0.27836002443328217,True,v1,2026-07-08
DEU,Candida albicans,Amphotericin B,15,2010,2024,694,8,0.08928571428571627,-178.4226190476231,0.8183170883849712,True,v1,2026-07-08
DEU,Candida albicans,Flucytosine,4,2010,2013,105,8,0.0,0.0,,True,v1,2026-07-08
DEU,Candida albicans,Itraconazole,12,2010,2024,521,8,0.02471482889734261,-48.11216730038873,0.16032286815433391,True,v1,2026-07-08
DEU,Candida albicans,Posaconazole,15,2010,2024,694,8,0.03035714285714569,-60.23035714286286,0.3212698020578431,True,v1,2026-07-08
DEU,Candida dubliniensis,Flucytosine,3,2010,2013,5,1,0.0,0.0,,True,v1,2026-07-08
DEU,Candida dubliniensis,Itraconazole,11,2010,2024,41,1,0.026086956521738085,-50.357311844541144,0.17379858934050818,True,v1,2026-07-08
DEU,Candida dubliniensis,Posaconazole,14,2010,2024,53,1,-0.006205923836386301,15.292744182700584,-0.04480846893438325,True,v1,2026-07-08
DEU,Candida glabrata,Amphotericin B,15,2010,2024,412,7,0.03750000000000107,-74.47083333333549,0.46343578548999337,True,v1,2026-07-08
DEU,Candida glabrata,Fluconazole,15,2010,2024,412,7,0.057142857142858924,-118.25714285714645,0.3903600291794132,True,v1,2026-07-08
DEU,Candida glabrata,Flucytosine,4,2010,2013,61,7,0.0,0.0,,True,v1,2026-07-08
DEU,Candida glabrata,Itraconazole,12,2010,2024,321,7,0.06273764258555481,-124.82319391635684,0.6782890575760281,True,v1,2026-07-08
DEU,Candida glabrata,Posaconazole,15,2010,2024,412,7,0.053571428571430296,-106.98690476190825,0.3404404871262013,True,v1,2026-07-08
DEU,Candida glabrata,Voriconazole,15,2010,2024,412,7,0.07594863556320505,-150.80598652343997,0.4437272282242957,True,v1,2026-07-08
DEU,Candida guilliermondii,Amphotericin B,6,2010,2024,10,1,0.08928571428571368,-178.0059523809511,0.5275349613399973,True,v1,2026-07-08
DEU,Candida guilliermondii,Itraconazole,4,2010,2024,5,1,0.30310262529833343,-611.8353221957119,0.94615542030339,True,v1,2026-07-08
DEU,Candida guilliermondii,Posaconazole,6,2010,2024,10,1,0.2069346523853495,-417.3773782464076,0.7629904091082726,True,v1,2026-07-08
DEU,Candida krusei,Amphotericin B,13,2010,2024,94,1,-0.04591836734694233,93.48469387755821,-0.6531435102866939,True,v1,2026-07-08
DEU,Candida krusei,Flucytosine,3,2010,2013,20,1,-0.6428571428569918,1294.214285713981,-0.9819805060619656,True,v1,2026-07-08
DEU,Candida krusei,Itraconazole,10,2010,2024,63,1,-0.004828325786437086,11.353361155545356,-0.03297852740668223,True,v1,2026-07-08
DEU,Candida krusei,Posaconazole,13,2010,2024,94,1,-0.01979743698719868,40.947363107449256,-0.18885259426248097,True,v1,2026-07-08
DEU,Candida lusitaniae,Amphotericin B,9,2014,2024,29,1,0.07852564102564225,-156.62500000000247,0.3504293602105066,True,v1,2026-07-08
DEU,Candida lusitaniae,Itraconazole,6,2019,2024,14,1,-0.15714285714286014,319.9731794033453,-0.7027642214999339,True,v1,2026-07-08
DEU,Candida lusitaniae,Posaconazole,9,2014,2024,29,1,0.0801282051282022,-161.91666666666075,0.4807692307692306,True,v1,2026-07-08
DEU,Candida parapsilosis,Amphotericin B,15,2010,2024,153,1,0.06428571428571475,-128.16428571428665,0.5749889084999459,True,v1,2026-07-08
DEU,Candida parapsilosis,Flucytosine,4,2010,2013,15,1,0.0,0.0,,True,v1,2026-07-08
DEU,Candida parapsilosis,Itraconazole,12,2010,2024,110,1,0.07375714356679323,-146.67507964217128,0.525412812922275,True,v1,2026-07-08
DEU,Candida parapsilosis,Posaconazole,15,2010,2024,153,1,0.04075805651204785,-80.18736587501718,0.21079294979093213,True,v1,2026-07-08
DEU,Candida tropicalis,Amphotericin B,15,2010,2024,186,3,0.04107142857142931,-81.5077380952396,0.4082911714356175,True,v1,2026-07-08
DEU,Candida tropicalis,Flucytosine,4,2010,2013,24,3,2.1000000000000805,-4229.400000000162,0.7745966692414834,True,v1,2026-07-08
DEU,Candida tropicalis,Itraconazole,12,2010,2024,144,3,-0.007604562737638928,18.067765678906774,-0.05708851299633355,True,v1,2026-07-08
DEU,Candida tropicalis,Posaconazole,15,2010,2024,186,3,-0.032142857142855426,66.1321428571394,-0.22143052408730524,True,v1,2026-07-08
DEU,Cryptococcus neoformans var. grubii,Amphotericin B,3,2013,2024,3,1,0.0,0.0,,True,v1,2026-07-08
DEU,Cryptococcus neoformans var. grubii,Fluconazole,3,2013,2024,3,1,-0.1237113402061684,251.60824742264563,-0.703452458112659,True,v1,2026-07-08
DEU,Cryptococcus neoformans var. grubii,Itraconazole,2,2013,2024,2,1,1.0734305422747928e-17,0.9999999999999784,,True,v1,2026-07-08
DEU,Cryptococcus neoformans var. grubii,Posaconazole,3,2013,2024,3,1,-0.176775610542583,357.3605547677694,-0.4753364855057169,True,v1,2026-07-08
DEU,Cryptococcus neoformans var. grubii,Voriconazole,3,2013,2024,3,1,-0.22164948453605654,449.94033698797,-0.8250942731873364,True,v1,2026-07-08
ECU,Candida albicans,Amphotericin B,2,2011,2013,26,2,-0.5000000000000615,1007.5000000001236,-0.9999999999999999,True,v1,2026-07-08
ECU,Candida albicans,Flucytosine,2,2011,2013,26,2,0.0,0.0,,True,v1,2026-07-08
ECU,Candida albicans,Itraconazole,2,2011,2013,26,2,-1.0000000000001223,2013.0000000002458,-1.0,True,v1,2026-07-08
ECU,Candida albicans,Posaconazole,2,2011,2013,26,2,-0.5000000000000612,1006.5000000001229,-1.0,True,v1,2026-07-08
ECU,Candida tropicalis,Amphotericin B,2,2011,2013,6,2,-0.25000000000003064,504.2500000000616,-0.9999999999999999,True,v1,2026-07-08
ECU,Candida tropicalis,Flucytosine,2,2011,2013,6,2,0.0,0.0,,True,v1,2026-07-08
ECU,Candida tropicalis,Itraconazole,2,2011,2013,6,2,-1.5000000000001839,3021.558893689423,-0.9999999999999998,True,v1,2026-07-08
ECU,Candida tropicalis,Posaconazole,2,2011,2013,6,2,-1.22672264890228,2470.392692240289,-1.0,True,v1,2026-07-08
ESP,Aspergillus flavus species complex,Itraconazole,2,2015,2018,6,3,7.797626436035795e-18,0.9999999999999841,,True,v1,2026-07-08
ESP,Aspergillus flavus species complex,Posaconazole,2,2015,2018,6,3,-0.3333333333333893,672.6666666667797,-1.0,True,v1,2026-07-08
ESP,Aspergillus fumigatus,Amphotericin B,4,2015,2019,24,2,-0.14999999999997685,303.1749999999534,-0.5720775535473555,True,v1,2026-07-08
ESP,Aspergillus fumigatus,Isavuconazole,2,2018,2019,17,6,4.9716075552549007e-17,0.9999999999998995,,True,v1,2026-07-08
ESP,Aspergillus fumigatus,Itraconazole,4,2015,2019,24,2,-0.050000000000001425,101.60000000000288,-0.316227766016838,True,v1,2026-07-08
ESP,Aspergillus fumigatus,Posaconazole,4,2015,2019,24,2,-0.0029446844526768955,6.946790252180996,-0.36514837167011077,True,v1,2026-07-08
ESP,Aspergillus fumigatus,Voriconazole,4,2015,2019,24,2,-0.05000000000000144,102.60000000000291,-0.316227766016838,True,v1,2026-07-08
ESP,Aspergillus niger species complex,Itraconazole,2,2015,2023,2,1,0.12499999999999742,-250.87499999999463,0.9999999999999999,True,v1,2026-07-08
ESP,Aspergillus niger species complex,Posaconazole,2,2015,2023,2,1,0.25736171113169076,-517.5838479303565,0.9999999999999999,True,v1,2026-07-08
ESP,Candida albicans,Amphotericin B,15,2010,2024,615,13,0.0964285714285735,-192.86309523809945,0.7053351864218399,True,v1,2026-07-08
ESP,Candida albicans,Flucytosine,4,2010,2013,169,24,0.0,0.0,,True,v1,2026-07-08
ESP,Candida albicans,Itraconazole,12,2010,2024,460,13,-0.009505703422053346,20.76108998732596,-0.09026486465026871,True,v1,2026-07-08
ESP,Candida albicans,Posaconazole,15,2010,2024,615,13,-0.010714285714285912,22.61071428571469,-0.08964214570007951,True,v1,2026-07-08
ESP,Candida dubliniensis,Itraconazole,4,2018,2021,4,1,-0.29999999999997307,608.1588936889992,-0.7745966692414834,True,v1,2026-07-08
ESP,Candida dubliniensis,Posaconazole,4,2018,2021,4,1,3.2513311401644105e-17,3.0588936890535012,,True,v1,2026-07-08
ESP,Candida glabrata,Amphotericin B,15,2010,2024,212,4,0.04285714285714392,-85.2428571428593,0.46291004988627565,True,v1,2026-07-08
ESP,Candida glabrata,Fluconazole,15,2010,2024,212,4,0.06250000000000262,-129.1625000000053,0.3924911410142246,True,v1,2026-07-08
ESP,Candida glabrata,Flucytosine,4,2010,2013,38,8,0.0,0.0,,True,v1,2026-07-08
ESP,Candida glabrata,Itraconazole,12,2010,2024,183,8,0.05418250950570671,-107.52154626109665,0.6682186037761474,True,v1,2026-07-08
ESP,Candida glabrata,Posaconazole,15,2010,2024,212,4,0.03771033460376257,-74.95781864985221,0.23311773795226923,True,v1,2026-07-08
ESP,Candida glabrata,Voriconazole,15,2010,2024,212,4,0.08172431778160441,-162.4182779786812,0.5384911177392363,True,v1,2026-07-08
ESP,Candida guilliermondii,Amphotericin B,3,2013,2021,4,1,0.29081632653062917,-584.9795918367688,0.8884585531036832,True,v1,2026-07-08
ESP,Candida guilliermondii,Itraconazole,2,2013,2021,3,1,0.5624999999999755,-1136.3124999999502,1.0,True,v1,2026-07-08
ESP,Candida guilliermondii,Posaconazole,3,2013,2021,4,1,0.24880417325356816,-501.7452671131869,0.9909052965378112,True,v1,2026-07-08
ESP,Candida krusei,Amphotericin B,12,2010,2024,25,1,-0.035697835099031364,72.69599263012164,-0.3215954514589202,True,v1,2026-07-08
ESP,Candida krusei,Flucytosine,3,2010,2013,6,1,5.2524779212747376e-17,0.9999999999998942,,True,v1,2026-07-08
ESP,Candida krusei,Itraconazole,9,2010,2024,19,1,0.023026315789468618,-44.83552631577924,0.2177317632846298,True,v1,2026-07-08
ESP,Candida krusei,Posaconazole,12,2010,2024,25,1,0.007695954390857267,-14.764625551275113,0.05241389569517994,True,v1,2026-07-08
ESP,Candida lusitaniae,Amphotericin B,8,2010,2019,12,1,0.07251224430520853,-144.2116825027872,0.24215916974995075,True,v1,2026-07-08
ESP,Candida lusitaniae,Flucytosine,3,2010,2012,3,1,0.0,0.0,,True,v1,2026-07-08
ESP,Candida lusitaniae,Itraconazole,6,2010,2019,8,1,-0.16736967112810622,338.68583371725435,-0.7618688849602,True,v1,2026-07-08
ESP,Candida lusitaniae,Posaconazole,8,2010,2019,12,1,-0.06603773584904966,133.4245283018728,-0.2429247718971548,True,v1,2026-07-08
ESP,Candida parapsilosis,Amphotericin B,15,2010,2024,218,6,0.053571428571428985,-106.5869047619056,0.4639421805988063,True,v1,2026-07-08
ESP,Candida parapsilosis,Flucytosine,4,2010,2013,64,7,0.0,0.0,,True,v1,2026-07-08
ESP,Candida parapsilosis,Itraconazole,12,2010,2024,173,6,-0.02287080456555762,48.40416742597828,-0.18842642844360616,True,v1,2026-07-08
ESP,Candida parapsilosis,Posaconazole,15,2010,2024,218,6,-0.02678571428571654,56.185679403343826,-0.22135550103785817,True,v1,2026-07-08
ESP,Candida tropicalis,Amphotericin B,15,2010,2024,97,3,0.04464285714285679,-88.74464285714217,0.4386640039647478,True,v1,2026-07-08
ESP,Candida tropicalis,Flucytosine,4,2010,2013,23,4,0.0,0.0,,True,v1,2026-07-08
ESP,Candida tropicalis,Itraconazole,12,2010,2024,82,4,0.07235531119592016,-143.42285445613652,0.4379154694527568,True,v1,2026-07-08
ESP,Candida tropicalis,Posaconazole,15,2010,2024,97,3,0.010714285714285064,-20.21071428571298,0.08854220041514328,True,v1,2026-07-08
ESP,Cryptococcus neoformans var. grubii,Amphotericin B,2,2015,2017,2,1,-0.4999999999999788,1008.499999999957,-0.9999999999999999,True,v1,2026-07-08
ESP,Cryptococcus neoformans var. grubii,Fluconazole,2,2015,2017,2,1,0.4999999999999788,-1004.499999999957,0.9999999999999999,True,v1,2026-07-08
ESP,Cryptococcus neoformans var. grubii,Posaconazole,2,2015,2017,2,1,0.4999999999999786,-1006.4411063109031,0.9999999999999999,True,v1,2026-07-08
ESP,Cryptococcus neoformans var. grubii,Voriconazole,2,2015,2017,2,1,1.9123914548051106e-16,3.058893689053182,,True,v1,2026-07-08
FRA,Aspergillus flavus species complex,Itraconazole,7,2016,2022,15,1,-0.05357142857142709,109.08928571428275,-0.17206180040292132,True,v1,2026-07-08
FRA,Aspergillus flavus species complex,Posaconazole,7,2016,2022,15,1,0.0031550190564570563,-5.722919640054399,0.012085096458450906,True,v1,2026-07-08
FRA,Aspergillus fumigatus,Amphotericin B,13,2011,2024,174,2,0.052880820836614724,-105.97237569059311,0.3573180880868001,True,v1,2026-07-08
FRA,Aspergillus fumigatus,Isavuconazole,8,2013,2024,86,4,-0.001572327044016641,3.737421383630601,-0.010693505400348576,True,v1,2026-07-08
FRA,Aspergillus fumigatus,Itraconazole,13,2011,2024,174,2,-0.01775848460930926,36.281767955792866,-0.13793820281449537,True,v1,2026-07-08
FRA,Aspergillus fumigatus,Posaconazole,13,2011,2024,174,2,-0.01669032191449698,34.477885763922544,-0.11780088808886034,True,v1,2026-07-08
FRA,Aspergillus fumigatus,Voriconazole,13,2011,2024,174,2,-0.037884767166527826,77.80110497236093,-0.30153514090348454,True,v1,2026-07-08
FRA,Aspergillus niger,Itraconazole,4,2017,2020,6,1,0.25000000000001854,-504.50000000003723,0.3131121455425747,True,v1,2026-07-08
FRA,Aspergillus niger,Posaconazole,4,2017,2020,6,1,0.25000000000001843,-504.00000000003706,0.674199862463242,True,v1,2026-07-08
FRA,Aspergillus niger species complex,Itraconazole,4,2017,2022,6,1,-0.1428571428571371,288.5714285714168,-0.37796447300922725,True,v1,2026-07-08
FRA,Aspergillus niger species complex,Posaconazole,4,2017,2022,6,1,0.21428571428571322,-432.1071428571405,0.9258200997725515,True,v1,2026-07-08
FRA,Candida albicans,Amphotericin B,15,2010,2024,321,2,0.08214285714285857,-164.1154761904791,0.7418068431272405,True,v1,2026-07-08
FRA,Candida albicans,Flucytosine,4,2010,2013,129,27,0.0,0.0,,True,v1,2026-07-08
FRA,Candida albicans,Itraconazole,12,2010,2024,234,2,-0.008555133079847356,18.634980988592044,-0.08667078035688452,True,v1,2026-07-08
FRA,Candida albicans,Posaconazole,15,2010,2024,321,2,0.017857142857144973,-35.317857142861406,0.17546560158589908,True,v1,2026-07-08
FRA,Candida dubliniensis,Itraconazole,5,2013,2024,10,1,0.23222983553818663,-466.57258766434296,0.8642497145883566,True,v1,2026-07-08
FRA,Candida dubliniensis,Posaconazole,5,2013,2024,10,1,0.14839572192513906,-296.4223897334172,0.6262497055163234,True,v1,2026-07-08
FRA,Candida glabrata,Amphotericin B,15,2010,2024,109,1,0.017857142857142554,-34.884523809523195,0.2690610012503158,True,v1,2026-07-08
FRA,Candida glabrata,Fluconazole,15,2010,2024,109,1,0.0178571428571485,-39.21785714286854,0.10309826235529025,True,v1,2026-07-08
FRA,Candida glabrata,Flucytosine,4,2010,2013,40,6,0.0,0.0,,True,v1,2026-07-08
FRA,Candida glabrata,Itraconazole,12,2010,2024,73,1,0.05893536121673388,-117.31875792142726,0.43104086058842483,True,v1,2026-07-08
FRA,Candida glabrata,Posaconazole,15,2010,2024,109,1,0.05357142857143024,-107.12023809524148,0.3534225175957884,True,v1,2026-07-08
FRA,Candida glabrata,Voriconazole,15,2010,2024,109,1,0.10294468445268448,-205.46290650242537,0.36304942898068504,True,v1,2026-07-08
FRA,Candida guilliermondii,Amphotericin B,2,2013,2019,2,1,2.842674171103396e-17,1.9999999999999423,,True,v1,2026-07-08
FRA,Candida guilliermondii,Itraconazole,2,2013,2019,2,1,-0.49999999999998596,1007.4999999999711,-1.0,True,v1,2026-07-08
FRA,Candida guilliermondii,Posaconazole,2,2013,2019,2,1,-0.333333333333324,671.9999999999808,-1.0,True,v1,2026-07-08
FRA,Candida krusei,Amphotericin B,9,2010,2021,17,1,0.0463147410358555,-92.52689243027667,0.4891756624007973,True,v1,2026-07-08
FRA,Candida krusei,Flucytosine,2,2010,2011,4,1,0.9999999999998543,-2009.9999999997071,0.9999999999999999,True,v1,2026-07-08
FRA,Candida krusei,Itraconazole,6,2010,2021,13,1,0.12685150322253003,-254.339957056769,0.4341573370333705,True,v1,2026-07-08
FRA,Candida krusei,Posaconazole,9,2010,2021,17,1,0.016491734038986523,-32.51490502735998,0.04664520787254512,True,v1,2026-07-08
FRA,Candida lusitaniae,Amphotericin B,9,2010,2024,12,1,0.05370569280343656,-106.38775510203955,0.4196239253186049,True,v1,2026-07-08
FRA,Candida lusitaniae,Flucytosine,4,2010,2013,5,1,1.600000000000039,-3222.400000000079,0.6531972647421808,True,v1,2026-07-08
FRA,Candida lusitaniae,Itraconazole,8,2010,2024,10,1,-0.10773588040030446,218.8217774127724,-0.443470039885178,True,v1,2026-07-08
FRA,Candida lusitaniae,Posaconazole,9,2010,2024,12,1,-0.1337281359134529,269.60096506844684,-0.4426069119640761,True,v1,2026-07-08
FRA,Candida parapsilosis,Amphotericin B,13,2010,2023,54,1,0.04992107340173802,-99.37549329124249,0.45880336330210325,True,v1,2026-07-08
FRA,Candida parapsilosis,Flucytosine,4,2010,2013,23,4,0.0,0.0,,True,v1,2026-07-08
FRA,Candida parapsilosis,Itraconazole,10,2010,2023,38,1,-0.05692099410718935,116.91966278452675,-0.2899843600599618,True,v1,2026-07-08
FRA,Candida parapsilosis,Posaconazole,13,2010,2023,54,1,-0.07286906709053574,148.96627311454017,-0.35770386866743575,True,v1,2026-07-08
FRA,Candida tropicalis,Amphotericin B,15,2010,2024,44,1,0.01785714285714283,-34.81785714285709,0.19287918745261481,True,v1,2026-07-08
FRA,Candida tropicalis,Flucytosine,4,2010,2013,13,1,1.1999999999999802,-2414.7999999999606,0.7745966692414834,True,v1,2026-07-08
FRA,Candida tropicalis,Itraconazole,12,2010,2024,29,1,0.019011406844105724,-36.31625084861427,0.09523645618280631,True,v1,2026-07-08
FRA,Candida tropicalis,Posaconazole,15,2010,2024,44,1,-0.006091184124042341,13.415325465589833,-0.027252431404448982,True,v1,2026-07-08
FRA,Cryptococcus neoformans,Amphotericin B,2,2011,2015,2,1,1.881357538089172e-17,0.9999999999999624,,True,v1,2026-07-08
FRA,Cryptococcus neoformans,Fluconazole,2,2011,2015,2,1,-0.2500000000000381,505.75000000007685,-0.9999999999999999,True,v1,2026-07-08
FRA,Cryptococcus neoformans,Posaconazole,2,2011,2015,2,1,-0.5147234222634707,1037.1676958608937,-0.9999999999999999,True,v1,2026-07-08
FRA,Cryptococcus neoformans,Voriconazole,2,2011,2015,2,1,0.25000000000003825,-500.6911063110236,0.9999999999999999,True,v1,2026-07-08
FRA,Cryptococcus neoformans var. grubii,Amphotericin B,6,2014,2020,8,1,0.07453416149066862,-149.8229813664301,0.273009453115974,True,v1,2026-07-08
FRA,Cryptococcus neoformans var. grubii,Fluconazole,6,2014,2020,8,1,0.13664596273290905,-272.92546583848866,0.38769905726763265,True,v1,2026-07-08
FRA,Cryptococcus neoformans var. grubii,Itraconazole,3,2017,2020,4,1,0.7353191746620753,-1481.9917114584734,0.9449111825230682,True,v1,2026-07-08
FRA,Cryptococcus neoformans var. grubii,Posaconazole,6,2014,2020,8,1,0.3745109162492553,-754.5417449367582,0.9580928960297602,True,v1,2026-07-08
FRA,Cryptococcus neoformans var. grubii,Voriconazole,6,2014,2020,8,1,0.08787102001635676,-174.83388298802302,0.39122250160744,True,v1,2026-07-08
FRA,Cryptococcus neoformans var. neoformans,Amphotericin B,4,2013,2021,5,1,-0.061290322580639926,124.79354838708618,-0.8811039019443196,True,v1,2026-07-08
FRA,Cryptococcus neoformans var. neoformans,Fluconazole,4,2013,2021,5,1,-0.18064516129030742,368.4967741935176,-0.7951465679458907,True,v1,2026-07-08
FRA,Cryptococcus neoformans var. neoformans,Itraconazole,4,2013,2021,5,1,0.04288153461725261,-84.74476962943466,0.15594134673763896,True,v1,2026-07-08
FRA,Cryptococcus neoformans var. neoformans,Posaconazole,4,2013,2021,5,1,-0.12258064516127973,248.64599046322564,-0.8811039019443198,True,v1,2026-07-08
FRA,Cryptococcus neoformans var. neoformans,Voriconazole,4,2013,2021,5,1,-0.1305220730100891,266.8965291540628,-0.373696500529357,True,v1,2026-07-08
GBR,Aspergillus fumigatus,Amphotericin B,2,2019,2020,18,8,0.0,0.0,,True,v1,2026-07-08
GBR,Aspergillus fumigatus,Isavuconazole,2,2019,2020,18,8,-1.4999999999994926,3029.4999999989755,-1.0,True,v1,2026-07-08
GBR,Aspergillus fumigatus,Itraconazole,2,2019,2020,18,8,-0.9999999999996619,2019.499999999317,-0.9999999999999999,True,v1,2026-07-08
GBR,Aspergillus fumigatus,Posaconazole,2,2019,2020,18,8,-0.4999999999998309,1010.4999999996585,-0.9999999999999999,True,v1,2026-07-08
GBR,Aspergillus fumigatus,Voriconazole,2,2019,2020,18,8,-1.4999999999994926,3030.499999998976,-1.0,True,v1,2026-07-08
GBR,Candida albicans,Amphotericin B,11,2010,2022,130,3,0.07894736842105408,-157.50000000000287,0.6568036064483881,True,v1,2026-07-08
GBR,Candida albicans,Flucytosine,4,2010,2013,85,9,0.0,0.0,,True,v1,2026-07-08
GBR,Candida albicans,Itraconazole,8,2010,2022,109,3,0.03488372093023401,-68.57558139535178,0.2445417437817667,True,v1,2026-07-08
GBR,Candida albicans,Posaconazole,11,2010,2022,130,3,0.06656346749226295,-133.26470588235873,0.5180096315013586,True,v1,2026-07-08
GBR,Candida dubliniensis,Flucytosine,4,2010,2013,5,1,0.0,0.0,,True,v1,2026-07-08
GBR,Candida dubliniensis,Itraconazole,4,2010,2013,5,1,0.7499999999999958,-1505.9411063109383,0.703210846407743,True,v1,2026-07-08
GBR,Candida dubliniensis,Posaconazole,6,2010,2016,8,1,0.12111801242237222,-240.981478981778,0.23928181646454091,True,v1,2026-07-08
GBR,Candida glabrata,Amphotericin B,10,2010,2022,71,1,0.02884615384614585,-56.98076923075308,0.3438006316114549,True,v1,2026-07-08
GBR,Candida glabrata,Fluconazole,10,2010,2022,71,1,0.12362637362635621,-251.88186813183285,0.5402215362541102,True,v1,2026-07-08
GBR,Candida glabrata,Flucytosine,4,2010,2013,38,5,0.0,0.0,,True,v1,2026-07-08
GBR,Candida glabrata,Itraconazole,7,2010,2022,59,5,0.1484063745019819,-297.2241035856369,0.8064546557545201,True,v1,2026-07-08
GBR,Candida glabrata,Posaconazole,10,2010,2022,71,1,0.11263736263735168,-225.68681318679094,0.550298391076843,True,v1,2026-07-08
GBR,Candida glabrata,Voriconazole,10,2010,2022,71,1,0.0974482129462239,-193.82463440908208,0.4549595122286076,True,v1,2026-07-08
GBR,Candida guilliermondii,Amphotericin B,2,2012,2013,2,1,-1.2814294577869363e-16,1.0000000000002578,,True,v1,2026-07-08
GBR,Candida guilliermondii,Flucytosine,2,2012,2013,2,1,-1.2814294577869363e-16,1.0000000000002578,,True,v1,2026-07-08
GBR,Candida guilliermondii,Itraconazole,2,2012,2013,2,1,-1.2814294577869363e-16,1.0000000000002578,,True,v1,2026-07-08
GBR,Candida guilliermondii,Posaconazole,2,2012,2013,2,1,-1.2814294577869363e-16,1.0000000000002578,,True,v1,2026-07-08
GBR,Candida krusei,Amphotericin B,4,2010,2019,9,1,5.011207675914266e-20,0.9999999999999999,,True,v1,2026-07-08
GBR,Candida krusei,Flucytosine,3,2010,2012,7,1,0.25000000000007466,-501.25000000015024,0.5,True,v1,2026-07-08
GBR,Candida krusei,Itraconazole,4,2010,2019,9,1,0.039999999999997767,-79.14499999999553,0.3411211461689767,True,v1,2026-07-08
GBR,Candida krusei,Posaconazole,4,2010,2019,9,1,-0.03000000000000404,61.140000000008136,-0.4242640687119286,True,v1,2026-07-08
GBR,Candida lusitaniae,Amphotericin B,6,2010,2022,10,1,0.1347087378640813,-269.7779126213666,0.9310324611135256,True,v1,2026-07-08
GBR,Candida lusitaniae,Flucytosine,3,2010,2012,7,1,1.750000000000163,-3520.4166666669958,0.8660254037844386,True,v1,2026-07-08
GBR,Candida lusitaniae,Itraconazole,6,2010,2022,10,1,0.13507189235547418,-270.8088897059029,0.8554881257526876,True,v1,2026-07-08
GBR,Candida lusitaniae,Posaconazole,6,2010,2022,10,1,0.15048833182987853,-303.6774631399341,0.7497710779006524,True,v1,2026-07-08
GBR,Candida parapsilosis,Amphotericin B,8,2010,2022,42,3,0.06032171581769429,-119.8833780160856,0.5886671434361043,True,v1,2026-07-08
GBR,Candida parapsilosis,Flucytosine,3,2010,2012,20,3,0.0,0.0,,True,v1,2026-07-08
GBR,Candida parapsilosis,Itraconazole,6,2010,2022,32,3,-0.029126213592231213,61.01763155312762,-0.3648950602475529,True,v1,2026-07-08
GBR,Candida parapsilosis,Posaconazole,8,2010,2022,42,3,0.005361930294909252,-8.997406579049162,0.05177803730784975,True,v1,2026-07-08
GBR,Candida tropicalis,Amphotericin B,6,2010,2022,13,1,0.06854838709677437,-136.79166666666697,0.8361779406245401,True,v1,2026-07-08
GBR,Candida tropicalis,Flucytosine,3,2010,2012,8,1,-1.750000000000344,3518.083333334026,-0.8660254037844386,True,v1,2026-07-08
GBR,Candida tropicalis,Itraconazole,5,2010,2022,11,1,0.07898764875216595,-156.6129972843715,0.3538302117300325,True,v1,2026-07-08
GBR,Candida tropicalis,Posaconazole,6,2010,2022,13,1,0.07661290322580568,-153.5416666666651,0.4098280823369237,True,v1,2026-07-08
GRC,Candida albicans,Amphotericin B,12,2010,2024,48,1,0.03418230563002579,-67.54792225200863,0.3367272025232195,True,v1,2026-07-08
GRC,Candida albicans,Flucytosine,4,2010,2013,22,4,0.0,0.0,,True,v1,2026-07-08
GRC,Candida albicans,Itraconazole,9,2010,2024,35,1,-0.05156587272108409,105.26296748546083,-0.15259206164588066,True,v1,2026-07-08
GRC,Candida albicans,Posaconazole,12,2010,2024,48,1,-0.03414363205419115,69.54836895784625,-0.12461098720934022,True,v1,2026-07-08
