canonical_organism,drug_class,iso3_country,parsed_year,specimen_source,n_isolates_in_stratum,n_tested,n_susceptible,n_intermediate,n_resistant,coverage_t_over_n,tier1_bound_lower,tier1_bound_upper,tier1_width,tier2_bound_upper_assumes_monotonicity,low_n_flag,version,date_added
Candida glabrata,Triazole,ESP,2024,Plueral fluid,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ESP,2024,Ureteral catheter,3,3,0,2,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,FRA,2010,Ascitic fluid,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,FRA,2010,Blood culture,9,9,0,9,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,FRA,2011,Ascitic fluid,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,FRA,2011,Blood culture,7,7,0,6,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,FRA,2011,Other,5,5,0,5,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,FRA,2012,Blood culture,6,6,0,6,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,FRA,2012,Unknown,4,4,0,4,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,FRA,2013,Blood culture,6,6,0,5,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,FRA,2014,Abscess (pus),1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,FRA,2014,Blood culture,13,13,0,13,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,FRA,2015,Blood culture,10,10,0,10,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,FRA,2015,Unknown,5,5,0,5,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,FRA,2016,Blood culture,7,7,0,7,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,FRA,2017,Blood culture,6,6,0,5,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,FRA,2018,Bone/Joint culture,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,FRA,2019,Blood culture,7,7,0,7,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,FRA,2020,Blood culture,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,FRA,2020,Unknown,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,FRA,2021,Blood culture,5,5,0,5,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,FRA,2022,Blood culture,5,5,0,5,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,FRA,2022,Plueral fluid,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,FRA,2023,Unknown,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,FRA,2024,Invasive pulmonary,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,FRA,2024,Sputum,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,FRA,2024,Unknown,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,GBR,2010,Blood culture,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,GBR,2010,Bronchoalveolar lavage/wash,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,GBR,2010,Peritoneal fluid,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,GBR,2010,Unknown,5,5,0,5,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,GBR,2011,Blood culture,9,9,0,8,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,GBR,2012,Blood culture,14,14,0,13,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,GBR,2013,Blood culture,5,5,0,4,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,GBR,2014,Blood culture,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,GBR,2015,Bronchoalveolar lavage/wash,10,10,0,10,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,GBR,2016,Blood culture,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,GBR,2019,Blood culture,5,5,0,4,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,GBR,2020,Blood culture,7,7,0,7,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,GBR,2022,Blood culture,8,8,0,8,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,GBR,2022,Unknown,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,GRC,2011,Sputum,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,GRC,2012,Blood culture,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,GRC,2013,Blood culture,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,GRC,2014,Blood culture,4,4,0,4,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,GRC,2015,Blood culture,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,GRC,2016,Blood culture,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,GRC,2017,Blood culture,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,GRC,2019,Blood culture,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,GRC,2020,Blood culture,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,GRC,2021,Blood culture,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,GRC,2022,Blood culture,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,GRC,2023,Blood culture,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,GRC,2024,Blood culture,4,4,0,4,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HKG,2011,Blood culture,3,3,0,2,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HKG,2012,Blood culture,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HRV,2016,Blood culture,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HRV,2016,"Ears,nose,throat",2,2,0,1,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HRV,2016,Stool,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2010,Blood culture,6,6,0,6,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2011,Blood culture,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2012,Blood culture,5,5,0,5,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2013,Blood culture,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2014,Blood culture,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2015,Blood culture,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2016,Aspirate,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2016,Blood culture,4,4,0,4,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2016,Peritoneal fluid,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2016,Plueral fluid,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2017,Abscess (pus),1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2017,Blood culture,4,4,0,4,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2017,Lower Respiratory Tract,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2017,Wound/Drainage/Ulcer,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2018,Blood culture,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2018,Bronchoalveolar lavage/wash,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2018,Intravenous/IV Line,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2019,Blood culture,4,4,0,4,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2020,GI tract/bowel,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2020,Other,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2021,Blood culture,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2022,Unknown,11,11,0,11,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2023,Blood culture,9,9,0,9,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2023,Bronchoalveolar lavage/wash,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2023,Intravenous/IV Line,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2023,Other,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2023,Unknown,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2024,Abscess (pus),1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,HUN,2024,Blood culture,6,6,0,6,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2010,Blood culture,5,5,0,4,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2010,Sputum,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2011,Blood culture,6,6,0,5,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2011,Unknown,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2012,Blood culture,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2012,Unknown,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2013,Abscess (pus),1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2013,Blood culture,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2013,Bronchoalveolar lavage/wash,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2013,Peritoneal fluid,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2013,Plueral fluid,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2014,Blood culture,9,9,0,9,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2014,Bronchoalveolar lavage/wash,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2014,Sputum,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2014,Tracheal aspirate,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2014,Wound/Drainage/Ulcer,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2015,Blood culture,8,8,0,6,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2015,Bronchoalveolar lavage/wash,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2015,GI tract/bowel,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2015,Tissue,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2015,Wound/Drainage/Ulcer,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2016,Blood culture,10,10,0,9,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2016,Sputum,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2017,Blood culture,9,9,0,9,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2017,Cerebrospinal fluid,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2018,Blood culture,7,7,0,6,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2019,Blood culture,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2020,Unknown,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2021,Blood culture,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2021,Other,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2022,Unknown,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2022,Wound/Drainage/Ulcer,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2023,Blood culture,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,IRL,2024,Blood culture,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ISR,2010,Blood culture,9,9,0,9,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ISR,2011,Blood culture,10,10,0,9,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ISR,2012,Blood culture,8,8,0,8,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ISR,2013,Blood culture,4,4,0,2,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ISR,2014,Blood culture,13,13,0,12,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ISR,2015,Blood culture,12,12,0,12,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ISR,2015,Unknown,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ISR,2020,Blood culture,22,22,0,21,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ISR,2021,Blood culture,11,11,0,11,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ISR,2022,Blood culture,8,8,0,7,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ISR,2023,Blood culture,5,5,0,5,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ISR,2023,Unknown,2,2,0,1,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ISR,2024,Blood culture,9,9,0,7,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ISR,2024,Wound/Drainage/Ulcer,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2010,Blood culture,4,4,0,4,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2011,Blood culture,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2011,Plueral fluid,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2012,Catheter,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2013,Unknown,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2014,Blood culture,8,8,0,8,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2014,Sputum,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2014,Unknown,6,6,0,4,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2015,Blood culture,10,10,0,10,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2015,Intravenous/IV Line,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2015,Unknown,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2016,Blood culture,6,6,0,6,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2016,Bronchoalveolar lavage/wash,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2016,Sputum,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2016,Unknown,5,5,0,5,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2016,Upper Respiratory Tract,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2016,Wound/Drainage/Ulcer,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2017,Blood culture,18,18,0,18,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2017,Intravenous/IV Line,2,2,0,1,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2017,Unknown,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2017,Wound/Drainage/Ulcer,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2018,Blood culture,5,5,0,5,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2018,Genital tract,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2018,Intravenous/IV Line,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2018,Unknown,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2019,Blood culture,11,11,0,11,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2019,Intravenous/IV Line,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2019,Lower Respiratory Tract,4,4,0,4,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2019,Unknown,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2019,Wound/Drainage/Ulcer,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2020,Blood culture,7,7,0,7,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2020,Bronchoalveolar lavage/wash,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2020,GI tract/bowel,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2020,Intravenous/IV Line,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2020,Sputum,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2020,Tracheal aspirate,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2020,Unknown,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2020,Ureteral catheter,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2020,Wound/Drainage/Ulcer,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2021,Blood culture,14,14,0,13,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2021,Cerebrospinal fluid,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2021,GI tract/bowel,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2021,Other,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2021,Unknown,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2021,Upper Respiratory Tract,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2021,Urine/Urinary tract,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2022,Blood culture,22,22,0,21,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2022,Other,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2022,Unknown,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2022,Ureteral catheter,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2023,Blood culture,17,17,0,17,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2023,Unknown,7,7,0,7,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,ITA,2024,Blood culture,8,8,0,8,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,JPN,2022,Blood culture,10,10,0,10,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,JPN,2022,Lower Respiratory Tract,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,JPN,2022,Sputum,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,KOR,2010,Blood culture,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,KOR,2011,Blood culture,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,KOR,2012,Blood culture,10,10,0,9,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,KOR,2013,Blood culture,4,4,0,4,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,KOR,2013,Intravenous/IV Line,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,KOR,2013,Peritoneal fluid,3,3,0,3,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Candida glabrata,Triazole,KOR,2014,Blood culture,6,6,0,3,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
