canonical_organism,drug_class,iso3_country,parsed_year,body_site,n_isolates_in_stratum,n_tested,n_resistant,n_intermediate,n_susceptible,coverage_t_over_n,tier1_bound_lower,tier1_bound_upper,tier1_width,tier2_bound_upper_assumes_monotonicity,low_n_flag,version,date_added
Streptococcus pneumoniae,Aminopenicillin,UKR,2016,Respiratory: Other,1,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,UKR,2016,Respiratory: Sinuses,36,36,2,4,30,1.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,False,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,UKR,2016,Respiratory: Sputum,11,11,1,0,10,1.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,UKR,2017,Respiratory: Bronchoalveolar lavage,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,UKR,2017,Respiratory: Sinuses,10,10,3,1,6,1.0,0.3,0.3,0.0,0.3,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,UKR,2017,Respiratory: Sputum,4,4,0,1,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,UKR,2019,CVS: Blood,1,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,UKR,2019,Respiratory: Bronchoalveolar lavage,1,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,UKR,2019,Respiratory: Sinuses,2,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,UKR,2019,Respiratory: Sputum,2,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,UKR,2020,CVS: Blood,7,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,UKR,2020,HEENT: Middle ear,2,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,UKR,2020,Respiratory: Bronchoalveolar lavage,4,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,UKR,2020,Respiratory: Other,1,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,UKR,2020,Respiratory: Sinuses,10,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,UKR,2020,Respiratory: Sputum,30,0,0,0,0,0.0,0.0,1.0,1.0,,False,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,UKR,2021,Respiratory: Sinuses,2,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,UKR,2021,Respiratory: Sputum,2,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,VNM,2016,CVS: Blood,8,8,6,2,0,1.0,0.75,0.75,0.0,0.75,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,VNM,2016,Respiratory: Endotracheal aspirate,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,VNM,2016,Respiratory: Nasotracheal aspirate,9,9,8,1,0,1.0,0.8888888888888888,0.8888888888888888,0.0,0.8888888888888888,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,VNM,2017,CVS: Blood,45,45,32,6,7,1.0,0.7111111111111111,0.7111111111111111,0.0,0.7111111111111111,False,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,VNM,2017,HEENT: Middle ear,6,6,6,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,VNM,2017,Respiratory: Bronchoalveolar lavage,8,8,5,3,0,1.0,0.625,0.625,0.0,0.625,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,VNM,2017,Respiratory: Endotracheal aspirate,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,VNM,2017,Respiratory: Nasotracheal aspirate,14,14,12,2,0,1.0,0.8571428571428571,0.8571428571428571,0.0,0.8571428571428571,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,VNM,2017,Respiratory: Sinuses,5,5,3,2,0,1.0,0.6,0.6,0.0,0.6,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,VNM,2017,Respiratory: Sputum,26,26,12,7,7,1.0,0.46153846153846156,0.46153846153846156,0.0,0.46153846153846156,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,VNM,2018,CVS: Blood,16,16,13,3,0,1.0,0.8125,0.8125,0.0,0.8125,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,VNM,2018,Respiratory: Endotracheal aspirate,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,VNM,2018,Respiratory: Nasotracheal aspirate,19,19,13,5,1,1.0,0.6842105263157895,0.6842105263157895,0.0,0.6842105263157895,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,VNM,2020,CVS: Blood,9,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,VNM,2020,HEENT: Middle ear,2,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,VNM,2020,Respiratory: Endotracheal aspirate,15,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,VNM,2020,Respiratory: Other,1,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,VNM,2020,Respiratory: Sputum,34,0,0,0,0,0.0,0.0,1.0,1.0,,False,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,VNM,2021,CVS: Blood,12,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,VNM,2021,HEENT: Middle ear,1,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,VNM,2021,Respiratory: Endotracheal aspirate,16,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,VNM,2021,Respiratory: Other,1,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,VNM,2021,Respiratory: Sinuses,2,0,0,0,0,0.0,0.0,1.0,1.0,,True,v1,2026-07-08
Streptococcus pneumoniae,Aminopenicillin,VNM,2021,Respiratory: Sputum,51,0,0,0,0,0.0,0.0,1.0,1.0,,False,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ARE,2020,Respiratory: Bronchoalveolar lavage,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ARE,2020,Respiratory: Endotracheal aspirate,1,2,1,0,1,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ARE,2020,Respiratory: Sputum,9,18,9,2,7,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ARE,2021,CVS: Blood,3,6,3,1,2,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ARE,2021,Respiratory: Bronchoalveolar lavage,2,4,2,0,2,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ARE,2021,Respiratory: Endotracheal aspirate,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ARE,2021,Respiratory: Other,1,2,1,0,1,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ARE,2021,Respiratory: Sputum,31,62,36,7,19,2.0,1.1612903225806452,0.16129032258064516,-1.0,0.5806451612903226,False,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ARG,2015,Respiratory: Sputum,4,8,5,0,3,2.0,1.25,0.25,-1.0,0.625,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ARG,2015,Respiratory: Transtracheal aspirate,3,6,1,2,3,2.0,0.3333333333333333,-0.6666666666666666,-1.0,0.16666666666666666,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ARG,2016,CVS: Blood,23,46,16,10,20,2.0,0.6956521739130435,-0.30434782608695654,-1.0,0.34782608695652173,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ARG,2016,HEENT: Middle ear,4,8,4,2,2,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ARG,2016,Respiratory: Bronchoalveolar lavage,9,18,6,5,7,2.0,0.6666666666666666,-0.3333333333333333,-1.0,0.3333333333333333,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ARG,2016,Respiratory: Sinuses,2,4,2,0,2,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ARG,2016,Respiratory: Sputum,33,66,31,14,21,2.0,0.9393939393939394,-0.06060606060606061,-1.0,0.4696969696969697,False,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ARG,2016,Respiratory: Transtracheal aspirate,3,6,1,2,3,2.0,0.3333333333333333,-0.6666666666666666,-1.0,0.16666666666666666,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ARG,2017,CVS: Blood,7,14,4,3,7,2.0,0.5714285714285714,-0.42857142857142855,-1.0,0.2857142857142857,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ARG,2017,Respiratory: Bronchoalveolar lavage,2,4,2,0,2,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ARG,2017,Respiratory: Sputum,5,10,6,0,4,2.0,1.2,0.2,-1.0,0.6,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),BGR,2014,HEENT: Middle ear,7,14,11,0,3,2.0,1.5714285714285714,0.5714285714285714,-1.0,0.7857142857142857,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),BGR,2014,Respiratory: Sputum,17,34,18,0,16,2.0,1.0588235294117647,0.058823529411764705,-1.0,0.5294117647058824,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),BGR,2015,HEENT: Middle ear,38,76,34,4,38,2.0,0.8947368421052632,-0.10526315789473684,-1.0,0.4473684210526316,False,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),BGR,2015,Respiratory: Other,9,18,8,1,9,2.0,0.8888888888888888,-0.1111111111111111,-1.0,0.4444444444444444,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),BGR,2015,Respiratory: Sinuses,15,30,17,0,13,2.0,1.1333333333333333,0.13333333333333333,-1.0,0.5666666666666667,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),BGR,2015,Respiratory: Sputum,77,154,70,10,74,2.0,0.9090909090909091,-0.09090909090909091,-1.0,0.45454545454545453,False,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),BGR,2016,HEENT: Middle ear,1,2,1,0,1,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),CHL,2015,CVS: Blood,2,4,1,1,2,2.0,0.5,-0.5,-1.0,0.25,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),CHL,2016,CVS: Blood,19,38,15,7,16,2.0,0.7894736842105263,-0.21052631578947367,-1.0,0.39473684210526316,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),CHL,2016,HEENT: Middle ear,3,6,3,1,2,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),CHL,2016,Respiratory: Bronchoalveolar lavage,2,4,2,0,2,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),CHL,2016,Respiratory: Sputum,8,16,11,1,4,2.0,1.375,0.375,-1.0,0.6875,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),CHL,2016,Respiratory: Transtracheal aspirate,25,50,31,2,17,2.0,1.24,0.24,-1.0,0.62,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),CHL,2017,CVS: Blood,6,12,6,1,5,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),CHL,2017,Respiratory: Sputum,1,2,1,0,1,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),CHL,2017,Respiratory: Transtracheal aspirate,7,14,10,1,3,2.0,1.4285714285714286,0.42857142857142855,-1.0,0.7142857142857143,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),CRI,2016,CVS: Blood,1,2,0,0,2,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),CRI,2016,HEENT: Middle ear,1,2,0,1,1,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),CZE,2014,CVS: Blood,3,6,3,0,3,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),CZE,2015,CVS: Blood,123,246,97,30,119,2.0,0.7886178861788617,-0.21138211382113822,-1.0,0.3943089430894309,False,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),CZE,2015,HEENT: Middle ear,8,16,6,2,8,2.0,0.75,-0.25,-1.0,0.375,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),CZE,2015,Respiratory: Bronchoalveolar lavage,24,48,17,9,22,2.0,0.7083333333333334,-0.2916666666666667,-1.0,0.3541666666666667,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),CZE,2015,Respiratory: Endotracheal aspirate,9,18,9,2,7,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),CZE,2015,Respiratory: Sinuses,3,6,3,0,3,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),CZE,2015,Respiratory: Sputum,30,60,24,8,28,2.0,0.8,-0.2,-1.0,0.4,False,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ESP,2018,CVS: Blood,3,6,1,2,3,2.0,0.3333333333333333,-0.6666666666666666,-1.0,0.16666666666666666,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ESP,2018,Unknown,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ESP,2019,CVS: Blood,3,6,0,3,3,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ESP,2019,Respiratory: Bronchoalveolar lavage,2,4,0,2,2,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ESP,2019,Respiratory: Endotracheal aspirate,4,8,2,3,3,2.0,0.5,-0.5,-1.0,0.25,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ESP,2019,Respiratory: Other,2,4,0,2,2,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ESP,2019,Respiratory: Sputum,32,64,16,23,25,2.0,0.5,-0.5,-1.0,0.25,False,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ESP,2020,CVS: Blood,14,28,1,13,14,2.0,0.07142857142857142,-0.9285714285714286,-1.0,0.03571428571428571,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ESP,2020,HEENT: Middle ear,6,12,1,5,6,2.0,0.16666666666666666,-0.8333333333333334,-1.0,0.08333333333333333,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ESP,2020,Respiratory: Bronchoalveolar lavage,3,6,3,1,2,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ESP,2020,Respiratory: Endotracheal aspirate,10,20,6,5,9,2.0,0.6,-0.4,-1.0,0.3,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ESP,2020,Respiratory: Other,3,6,0,3,3,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ESP,2020,Respiratory: Sinuses,7,14,7,1,6,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ESP,2020,Respiratory: Sputum,59,118,38,32,48,2.0,0.6440677966101694,-0.3559322033898305,-1.0,0.3220338983050847,False,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ESP,2020,Unknown,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ESP,2021,CVS: Blood,1,2,0,1,1,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ESP,2021,HEENT: Middle ear,1,2,0,1,1,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ESP,2021,Respiratory: Bronchoalveolar lavage,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ESP,2021,Respiratory: Endotracheal aspirate,4,8,4,2,2,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ESP,2021,Respiratory: Other,1,2,1,0,1,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ESP,2021,Respiratory: Sinuses,6,12,4,3,5,2.0,0.6666666666666666,-0.3333333333333333,-1.0,0.3333333333333333,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ESP,2021,Respiratory: Sputum,11,22,10,4,8,2.0,0.9090909090909091,-0.09090909090909091,-1.0,0.45454545454545453,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ESP,2021,Unknown,1,2,0,1,1,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),GHA,2017,Respiratory: Sputum,2,4,2,0,2,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),GRC,2014,CVS: Blood,3,6,4,0,2,2.0,1.3333333333333333,0.3333333333333333,-1.0,0.6666666666666666,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),GRC,2014,HEENT: Middle ear,3,6,3,1,2,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),GRC,2014,Respiratory: Bronchoalveolar lavage,1,2,1,0,1,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),GRC,2014,Respiratory: Sputum,19,38,22,1,15,2.0,1.1578947368421053,0.15789473684210525,-1.0,0.5789473684210527,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),GRC,2015,CVS: Blood,9,18,13,1,4,2.0,1.4444444444444444,0.4444444444444444,-1.0,0.7222222222222222,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),GRC,2015,HEENT: Middle ear,5,10,8,0,2,2.0,1.6,0.6,-1.0,0.8,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),GRC,2015,Respiratory: Bronchoalveolar lavage,4,8,5,1,2,2.0,1.25,0.25,-1.0,0.625,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),GRC,2015,Respiratory: Sputum,53,106,61,9,36,2.0,1.150943396226415,0.1509433962264151,-1.0,0.5754716981132075,False,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),GRC,2016,Respiratory: Sputum,2,4,2,1,1,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),HRV,2014,CVS: Blood,2,4,2,0,2,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),HRV,2014,Respiratory: Bronchoalveolar lavage,1,2,1,0,1,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),HRV,2014,Respiratory: Endotracheal aspirate,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),HRV,2014,Respiratory: Other,13,26,15,3,8,2.0,1.1538461538461537,0.15384615384615385,-1.0,0.5769230769230769,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),HRV,2014,Respiratory: Sinuses,1,2,1,0,1,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),HRV,2014,Respiratory: Sputum,1,2,0,1,1,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),HRV,2015,CVS: Blood,4,8,4,2,2,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),HRV,2015,Respiratory: Bronchoalveolar lavage,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),HRV,2015,Respiratory: Endotracheal aspirate,15,30,21,2,7,2.0,1.4,0.4,-1.0,0.7,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),HRV,2015,Respiratory: Other,52,104,57,12,35,2.0,1.0961538461538463,0.09615384615384616,-1.0,0.5480769230769231,False,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),HRV,2015,Respiratory: Sputum,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),HRV,2016,Respiratory: Other,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),IND,2018,Respiratory: Bronchoalveolar lavage,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),IND,2018,Respiratory: Sputum,25,50,28,5,17,2.0,1.12,0.12,-1.0,0.56,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),IND,2020,CVS: Blood,1,2,1,0,1,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),IND,2020,Respiratory: Bronchoalveolar lavage,1,2,0,1,1,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),IND,2020,Respiratory: Other,2,4,2,1,1,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),IND,2020,Respiratory: Sputum,8,16,8,3,5,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),IND,2021,CVS: Blood,18,36,21,6,9,2.0,1.1666666666666667,0.16666666666666666,-1.0,0.5833333333333334,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),IND,2021,HEENT: Middle ear,1,2,0,1,1,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),IND,2021,Respiratory: Bronchoalveolar lavage,5,10,3,3,4,2.0,0.6,-0.4,-1.0,0.3,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),IND,2021,Respiratory: Other,5,10,6,1,3,2.0,1.2,0.2,-1.0,0.6,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),IND,2021,Respiratory: Sputum,109,218,122,27,69,2.0,1.1192660550458715,0.11926605504587157,-1.0,0.5596330275229358,False,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),IND,2021,Unknown,1,2,0,1,1,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ITA,2019,CVS: Blood,8,16,2,7,7,2.0,0.25,-0.75,-1.0,0.125,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ITA,2019,Respiratory: Bronchoalveolar lavage,4,8,4,1,3,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ITA,2019,Respiratory: Sputum,2,4,3,0,1,2.0,1.5,0.5,-1.0,0.75,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ITA,2019,Unknown,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ITA,2020,CVS: Blood,2,4,1,1,2,2.0,0.5,-0.5,-1.0,0.25,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ITA,2020,Respiratory: Bronchoalveolar lavage,8,16,11,2,3,2.0,1.375,0.375,-1.0,0.6875,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ITA,2020,Respiratory: Endotracheal aspirate,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ITA,2020,Respiratory: Other,2,4,0,2,2,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Streptococcus pneumoniae,Cephalosporin (2nd generation),ITA,2020,Respiratory: Sinuses,1,2,0,1,1,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
